entidad,nacional,stpsextt,stpsex1,stpsex2,stpsex3,stpsex4,stpsex5,stpsex6
"31",18,"NSS","0","0","","0","NSS",""
"31",19,"NSS","0","0","","0","NSS",""
"31",20,"16","0","0","","15","1",""
"32",1,"489","323","55","","104","7",""
"32",2,"NSS","NSS","NSS","","NSS","NSS",""
"32",3,"NSS","NSS","NSS","","NSS","NSS",""
"32",4,"NSS","NSS","NSS","","NSS","NSS",""
"32",5,"NSS","NSS","NSS","","NSS","NSS",""
"32",6,"NSS","NSS","NSS","","NSS","NSS",""
"32",7,"NSS","NSS","NSS","","NSS","NSS",""
"32",8,"NSS","NSS","NSS","","NSS","NSS",""
"32",9,"NSS","NSS","NSS","","NSS","NSS",""
"32",10,"NSS","NSS","NSS","","NSS","NSS",""
"32",11,"NSS","NSS","NSS","","NSS","NSS",""
"32",12,"NSS","NSS","NSS","","NSS","NSS",""
"32",13,"NSS","NSS","NSS","","NSS","NSS",""
"32",14,"NSS","NSS","NSS","","NSS","NSS",""
"32",15,"NSS","NSS","NSS","","NSS","NSS",""
"32",16,"NSS","NSS","NSS","","NSS","NSS",""
"32",17,"NSS","NSS","NSS","","NSS","NSS",""
"32",18,"NSS","NSS","NSS","","NSS","NSS",""
"32",19,"NSS","NSS","NSS","","NSS","NSS",""
"32",20,"81","16","4","58","2","1",""
