entidad,delitos,cauptrtt,cauptr1,cauptr2,cauptr3,cauptr4,cauptr5,cauptr6
"06",70400,"0","0","0","","0","0",""
"06",70500,"0","0","0","","0","0",""
"06",70600,"0","0","0","","0","0",""
"06",70900,"0","0","0","","0","0",""
"06",80100,"0","0","0","","0","0",""
"06",80101,"0","0","0","","0","0",""
"06",80102,"0","0","0","","0","0",""
"06",80103,"0","0","0","","0","0",""
"06",80104,"0","0","0","","0","0",""
"06",80105,"0","0","0","","0","0",""
"06",80106,"0","0","0","","0","0",""
"06",80107,"0","0","0","","0","0",""
"06",80109,"0","0","0","","0","0",""
"06",80199,"","","","","","",""
"06",80200,"0","0","0","","0","0",""
"06",80201,"0","0","0","","0","0",""
"06",80209,"0","0","0","","0","0",""
"06",80299,"","","","","","",""
"06",80300,"0","0","0","","0","0",""
"06",80400,"0","0","0","","0","0",""
"06",80900,"2","2","0","","0","0",""
"06",90100,"9","9","0","","0","0",""
"06",90200,"1","1","0","","0","0",""
"06",90300,"3","3","0","","0","0",""
"06",90400,"5","5","0","","0","0",""
"06",90500,"0","0","0","","0","0",""
"06",90501,"0","0","0","","0","0",""
"06",90502,"0","0","0","","0","0",""
"06",90503,"0","0","0","","0","0",""
"06",90509,"0","0","0","","0","0",""
"06",90599,"","","","","","",""
"06",90600,"0","0","0","","0","0",""
"06",90700,"0","0","0","","0","0",""
"06",90701,"0","0","0","","0","0",""
"06",90709,"0","0","0","","0","0",""
"06",90799,"","","","","","",""
"06",90800,"0","0","0","","0","0",""
"06",90900,"0","0","0","","0","0",""
"06",91000,"0","0","0","","0","0",""
"06",91100,"0","0","0","","0","0",""
"06",91200,"0","0","0","","0","0",""
"06",91300,"0","0","0","","0","0",""
"06",91400,"0","0","0","","0","0",""
"06",91500,"0","0","0","","0","0",""
"06",91600,"0","0","0","","0","0",""
"06",91900,"10","10","0","","0","0",""
"06",999999,"","","","","","",""
"07",10100,"247","150","24","4","43","15","11"
"07",10200,"18","12","2","1","2","1",""
"07",10300,"0","0","0","","0","0",""
"07",10400,"146","111","2","","31","NSS","2"
"07",10900,"2","2","0","","0","0",""
"07",20100,"27","21","NSS","5","NSS","NSS","1"
"07",20200,"1","1","0","","0","0",""
"07",20300,"8","4","0","","3","NSS","1"
"07",20400,"3","3","0","","0","0",""
"07",20500,"0","0","0","","0","0",""
"07",20600,"110","50","3","","40","NSS","17"
"07",20601,"NSS","NSS","NSS","","NSS","NSS",""
"07",20602,"NSS","NSS","NSS","","NSS","NSS",""
"07",20603,"NSS","NSS","NSS","","NSS","NSS",""
"07",20604,"NSS","NSS","NSS","","NSS","NSS",""
"07",20609,"NSS","NSS","NSS","","NSS","NSS",""
"07",20699,"110","50","3","","40","","17"
"07",20900,"0","0","0","","0","0",""
"07",30100,"50","35","NSS","4","8","NSS","3"
"07",30200,"1","1","0","","0","0",""
"07",30300,"4","1","0","","3","0",""
"07",30400,"128","101","6","8","9","1","3"
"07",30500,"32","15","1","1","13","1","1"
"07",30600,"6","6","0","","0","0",""
"07",30700,"0","0","0","","0","0",""
"07",30900,"12","12","0","","0","0",""
"07",40100,"781","514","3","29","199","11","25"
"07",40101,"NSS","NSS","NSS","","NSS","NSS",""
"07",40102,"39","19","0","","17","NSS","3"
"07",40103,"25","9","0","","16","0",""
"07",40104,"9","4","NSS","2","3","0",""
"07",40105,"23","7","0","","13","NSS","3"
"07",40106,"14","10","0","","4","0",""
"07",40107,"3","2","0","","1","0",""
"07",40108,"2","NSS","NSS","","2","0",""
"07",40109,"3","2","0","","1","0",""
"07",40110,"4","NSS","NSS","","4","0",""
"07",40111,"2","NSS","NSS","","2","0",""
"07",40112,"19","11","NSS","8","NSS","NSS",""
"07",40113,"34","18","NSS","1","10","3","2"
"07",40114,"195","184","NSS","3","4","3","1"
"07",40115,"6","6","0","","NSS","NSS",""
"07",40116,"NSS","NSS","NSS","","NSS","NSS",""
"07",40119,"5","5","0","","NSS","NSS",""
"07",40199,"398","237","3","15","122","5","16"
"07",40200,"0","0","0","","0","0",""
"07",40300,"134","103","11","6","11","NSS","3"
"07",40400,"45","34","NSS","7","3","NSS","1"
"07",40500,"22","15","NSS","1","5","NSS","1"
"07",40501,"NSS","NSS","NSS","","NSS","NSS",""
"07",40509,"NSS","NSS","NSS","","NSS","NSS",""
"07",40599,"22","15","","1","5","","1"
"07",40600,"112","64","NSS","3","38","NSS","7"
"07",40700,"251","181","NSS","55","13","NSS","2"
"07",40900,"3","1","0","","1","NSS","1"
"07",50100,"63","42","NSS","4","16","NSS","1"
"07",50200,"470","426","1","20","23","0",""
"07",50900,"1","0","0","","1","0",""
"07",60100,"40","36","NSS","4","0","0",""
"07",60101,"11","11","0","","0","0",""
"07",60102,"NSS","NSS","NSS","","0","0",""
"07",60103,"1","1","0","","0","0",""
"07",60104,"20","17","NSS","3","0","0",""
"07",60105,"NSS","NSS","NSS","","0","0",""
"07",60106,"NSS","NSS","NSS","","0","0",""
"07",60109,"8","7","NSS","1","0","0",""
"07",60199,"","","","","","",""
"07",60200,"13","11","0","","1","NSS","1"
"07",60201,"1","NSS","0","","NSS","NSS","1"
"07",60202,"NSS","NSS","0","","NSS","NSS",""
"07",60203,"NSS","NSS","0","","NSS","NSS",""
"07",60209,"NSS","NSS","0","","NSS","NSS",""
"07",60299,"12","11","","","1","",""
"07",60300,"2","0","0","","2","0",""
"07",60400,"6","0","0","","6","0",""
"07",60900,"0","0","0","","0","0",""
"07",70100,"140","58","NSS","12","58","NSS","12"
"07",70101,"5","3","0","","2","0",""
"07",70102,"11","NSS","NSS","","10","NSS","1"
"07",70103,"2","NSS","NSS","","2","0",""
"07",70104,"NSS","NSS","NSS","","NSS","NSS",""
"07",70109,"3","NSS","NSS","","3","0",""
"07",70199,"119","55","","12","41","","11"
"07",70200,"0","0","0","","0","0",""
"07",70201,"0","0","0","","0","0",""
"07",70202,"0","0","0","","0","0",""
"07",70203,"0","0","0","","0","0",""
"07",70204,"0","0","0","","0","0",""
"07",70205,"0","0","0","","0","0",""
"07",70206,"0","0","0","","0","0",""
"07",70209,"0","0","0","","0","0",""
"07",70299,"","","","","","",""
"07",70300,"3","0","0","","3","0",""
"07",70400,"6","5","0","","1","0",""
"07",70500,"0","0","0","","0","0",""
"07",70600,"0","0","0","","0","0",""
"07",70900,"229","159","2","4","45","1","18"
"07",80100,"62","53","NSS","5","4","0",""
"07",80101,"62","53","NSS","5","4","0",""
"07",80102,"0","0","0","","0","0",""
"07",80103,"0","0","0","","0","0",""
"07",80104,"0","0","0","","0","0",""
"07",80105,"0","0","0","","0","0",""
"07",80106,"0","0","0","","0","0",""
"07",80107,"0","0","0","","0","0",""
"07",80109,"0","0","0","","0","0",""
"07",80199,"","","","","","",""
"07",80200,"0","0","0","","0","0",""
"07",80201,"0","0","0","","0","0",""
"07",80209,"0","0","0","","0","0",""
"07",80299,"","","","","","",""
"07",80300,"0","0","0","","0","0",""
"07",80400,"2","1","NSS","1","0","0",""
"07",80900,"26","24","NSS","2","0","0",""
"07",90100,"10","7","NSS","3","0","0",""
"07",90200,"8","5","NSS","2","1","0",""
"07",90300,"13","13","0","","0","0",""
"07",90400,"6","5","0","","1","0",""
"07",90500,"4","3","0","","1","0",""
"07",90501,"NSS","NSS","0","","NSS","0",""
"07",90502,"NSS","NSS","0","","NSS","0",""
"07",90503,"NSS","NSS","0","","NSS","0",""
"07",90509,"NSS","NSS","0","","NSS","0",""
"07",90599,"4","3","","","1","",""
"07",90600,"0","0","0","","0","0",""
"07",90700,"0","0","0","","0","0",""
"07",90701,"0","0","0","","0","0",""
"07",90709,"0","0","0","","0","0",""
"07",90799,"","","","","","",""
"07",90800,"0","0","0","","0","0",""
"07",90900,"0","0","0","","0","0",""
"07",91000,"0","0","0","","0","0",""
"07",91100,"0","0","0","","0","0",""
"07",91200,"20","15","NSS","1","3","NSS","1"
"07",91300,"0","0","0","","0","0",""
"07",91400,"0","0","0","","0","0",""
"07",91500,"0","0","0","","0","0",""
"07",91600,"0","0","0","","0","0",""
"07",91900,"335","194","2","8","104","NSS","27"
"07",999999,"","","","","","",""
"08",10100,"NSS","NSS","NSS","","NSS","NSS",""
"08",10200,"NA","NA","NA","","NA","NA",""
"08",10300,"NSS","NSS","NSS","","NSS","NSS",""
"08",10400,"NSS","NSS","NSS","","NSS","NSS",""
"08",10900,"NSS","NSS","NSS","","NSS","NSS",""
"08",20100,"NSS","NSS","NSS","","NSS","NSS",""
"08",20200,"NSS","NSS","NSS","","NSS","NSS",""
"08",20300,"NSS","NSS","NSS","","NSS","NSS",""
"08",20400,"NA","NA","NA","","NA","NA",""
"08",20500,"NSS","NSS","NSS","","NSS","NSS",""
"08",20600,"NSS","NSS","NSS","","NSS","NSS",""
"08",20601,"NSS","NSS","NSS","","NSS","NSS",""
"08",20602,"NSS","NSS","NSS","","NSS","NSS",""
"08",20603,"NSS","NSS","NSS","","NSS","NSS",""
"08",20604,"NSS","NSS","NSS","","NSS","NSS",""
"08",20609,"NSS","NSS","NSS","","NSS","NSS",""
"08",20699,"","","","","","",""
"08",20900,"NSS","NSS","NSS","","NSS","NSS",""
"08",30100,"NSS","NSS","NSS","","NSS","NSS",""
"08",30200,"NSS","NSS","NSS","","NSS","NSS",""
"08",30300,"NSS","NSS","NSS","","NSS","NSS",""
"08",30400,"NSS","NSS","NSS","","NSS","NSS",""
"08",30500,"NSS","NSS","NSS","","NSS","NSS",""
"08",30600,"NSS","NSS","NSS","","NSS","NSS",""
"08",30700,"NSS","NSS","NSS","","NSS","NSS",""
"08",30900,"NSS","NSS","NSS","","NSS","NSS",""
"08",40100,"NSS","NSS","NSS","","NSS","NSS",""
"08",40101,"NSS","NSS","NSS","","NSS","NSS",""
"08",40102,"NSS","NSS","NSS","","NSS","NSS",""
"08",40103,"NSS","NSS","NSS","","NSS","NSS",""
"08",40104,"NSS","NSS","NSS","","NSS","NSS",""
"08",40105,"NSS","NSS","NSS","","NSS","NSS",""
"08",40106,"NSS","NSS","NSS","","NSS","NSS",""
"08",40107,"NSS","NSS","NSS","","NSS","NSS",""
"08",40108,"NSS","NSS","NSS","","NSS","NSS",""
"08",40109,"NSS","NSS","NSS","","NSS","NSS",""
"08",40110,"NSS","NSS","NSS","","NSS","NSS",""
"08",40111,"NSS","NSS","NSS","","NSS","NSS",""
"08",40112,"NSS","NSS","NSS","","NSS","NSS",""
"08",40113,"NSS","NSS","NSS","","NSS","NSS",""
"08",40114,"NSS","NSS","NSS","","NSS","NSS",""
"08",40115,"NSS","NSS","NSS","","NSS","NSS",""
"08",40116,"NSS","NSS","NSS","","NSS","NSS",""
"08",40119,"NSS","NSS","NSS","","NSS","NSS",""
"08",40199,"","","","","","",""
"08",40200,"NSS","NSS","NSS","","NSS","NSS",""
"08",40300,"NSS","NSS","NSS","","NSS","NSS",""
"08",40400,"NSS","NSS","NSS","","NSS","NSS",""
"08",40500,"NSS","NSS","NSS","","NSS","NSS",""
"08",40501,"NSS","NSS","NSS","","NSS","NSS",""
"08",40509,"NSS","NSS","NSS","","NSS","NSS",""
"08",40599,"","","","","","",""
"08",40600,"NSS","NSS","NSS","","NSS","NSS",""
"08",40700,"NSS","NSS","NSS","","NSS","NSS",""
"08",40900,"NSS","NSS","NSS","","NSS","NSS",""
"08",50100,"NSS","NSS","NSS","","NSS","NSS",""
"08",50200,"NSS","NSS","NSS","","NSS","NSS",""
"08",50900,"NSS","NSS","NSS","","NSS","NSS",""
"08",60100,"NSS","NSS","NSS","","NSS","NSS",""
"08",60101,"NSS","NSS","NSS","","NSS","NSS",""
"08",60102,"NSS","NSS","NSS","","NSS","NSS",""
"08",60103,"NSS","NSS","NSS","","NSS","NSS",""
"08",60104,"NSS","NSS","NSS","","NSS","NSS",""
"08",60105,"NSS","NSS","NSS","","NSS","NSS",""
"08",60106,"NSS","NSS","NSS","","NSS","NSS",""
"08",60109,"NSS","NSS","NSS","","NSS","NSS",""
"08",60199,"","","","","","",""
"08",60200,"NSS","NSS","NSS","","NSS","NSS",""
"08",60201,"NSS","NSS","NSS","","NSS","NSS",""
"08",60202,"NSS","NSS","NSS","","NSS","NSS",""
"08",60203,"NSS","NSS","NSS","","NSS","NSS",""
"08",60209,"NSS","NSS","NSS","","NSS","NSS",""
"08",60299,"","","","","","",""
"08",60300,"NSS","NSS","NSS","","NSS","NSS",""
"08",60400,"NSS","NSS","NSS","","NSS","NSS",""
"08",60900,"NSS","NSS","NSS","","NSS","NSS",""
"08",70100,"NSS","NSS","NSS","","NSS","NSS",""
"08",70101,"NSS","NSS","NSS","","NSS","NSS",""
"08",70102,"NSS","NSS","NSS","","NSS","NSS",""
"08",70103,"NSS","NSS","NSS","","NSS","NSS",""
"08",70104,"NSS","NSS","NSS","","NSS","NSS",""
"08",70109,"NSS","NSS","NSS","","NSS","NSS",""
"08",70199,"","","","","","",""
"08",70200,"NSS","NSS","NSS","","NSS","NSS",""
"08",70201,"NSS","NSS","NSS","","NSS","NSS",""
"08",70202,"NSS","NSS","NSS","","NSS","NSS",""
"08",70203,"NSS","NSS","NSS","","NSS","NSS",""
"08",70204,"NSS","NSS","NSS","","NSS","NSS",""
"08",70205,"NSS","NSS","NSS","","NSS","NSS",""
"08",70206,"NSS","NSS","NSS","","NSS","NSS",""
"08",70209,"NSS","NSS","NSS","","NSS","NSS",""
"08",70299,"","","","","","",""
"08",70300,"NSS","NSS","NSS","","NSS","NSS",""
"08",70400,"NSS","NSS","NSS","","NSS","NSS",""
"08",70500,"NSS","NSS","NSS","","NSS","NSS",""
"08",70600,"NSS","NSS","NSS","","NSS","NSS",""
"08",70900,"NSS","NSS","NSS","","NSS","NSS",""
"08",80100,"NSS","NSS","NSS","","NSS","NSS",""
"08",80101,"NSS","NSS","NSS","","NSS","NSS",""
"08",80102,"NSS","NSS","NSS","","NSS","NSS",""
"08",80103,"NSS","NSS","NSS","","NSS","NSS",""
"08",80104,"NSS","NSS","NSS","","NSS","NSS",""
"08",80105,"NSS","NSS","NSS","","NSS","NSS",""
"08",80106,"NSS","NSS","NSS","","NSS","NSS",""
"08",80107,"NSS","NSS","NSS","","NSS","NSS",""
"08",80109,"NSS","NSS","NSS","","NSS","NSS",""
"08",80199,"","","","","","",""
"08",80200,"NSS","NSS","NSS","","NSS","NSS",""
"08",80201,"NSS","NSS","NSS","","NSS","NSS",""
"08",80209,"NSS","NSS","NSS","","NSS","NSS",""
"08",80299,"","","","","","",""
"08",80300,"NSS","NSS","NSS","","NSS","NSS",""
"08",80400,"NSS","NSS","NSS","","NSS","NSS",""
"08",80900,"NSS","NSS","NSS","","NSS","NSS",""
"08",90100,"NSS","NSS","NSS","","NSS","NSS",""
"08",90200,"NSS","NSS","NSS","","NSS","NSS",""
"08",90300,"NSS","NSS","NSS","","NSS","NSS",""
"08",90400,"NSS","NSS","NSS","","NSS","NSS",""
"08",90500,"NSS","NSS","NSS","","NSS","NSS",""
"08",90501,"NSS","NSS","NSS","","NSS","NSS",""
"08",90502,"NSS","NSS","NSS","","NSS","NSS",""
"08",90503,"NSS","NSS","NSS","","NSS","NSS",""
"08",90509,"NSS","NSS","NSS","","NSS","NSS",""
"08",90599,"","","","","","",""
"08",90600,"NSS","NSS","NSS","","NSS","NSS",""
"08",90700,"NSS","NSS","NSS","","NSS","NSS",""
"08",90701,"NSS","NSS","NSS","","NSS","NSS",""
"08",90709,"NSS","NSS","NSS","","NSS","NSS",""
"08",90799,"","","","","","",""
"08",90800,"NSS","NSS","NSS","","NSS","NSS",""
"08",90900,"NSS","NSS","NSS","","NSS","NSS",""
"08",91000,"NSS","NSS","NSS","","NSS","NSS",""
"08",91100,"NSS","NSS","NSS","","NSS","NSS",""
"08",91200,"NSS","NSS","NSS","","NSS","NSS",""
"08",91300,"NSS","NSS","NSS","","NSS","NSS",""
"08",91400,"NSS","NSS","NSS","","NSS","NSS",""
"08",91500,"NSS","NSS","NSS","","NSS","NSS",""
"08",91600,"NSS","NSS","NSS","","NSS","NSS",""
"08",91900,"NSS","NSS","NSS","","NSS","NSS",""
"08",999999,"12126","","","","","","12126"
"09",10100,"698","543","155","","NSS","NSS",""
"09",10200,"23","20","3","","NSS","NSS",""
"09",10300,"2","2","0","","NSS","0",""
"09",10400,"1920","1916","4","","NSS","NSS",""
"09",10900,"0","0","0","","0","0",""
"09",20100,"63","63","0","","NSS","0",""
"09",20200,"4","4","0","","NSS","0",""
"09",20300,"29","25","4","","NSS","NSS",""
"09",20400,"NA","NA","NA","","NA","NA",""
"09",20500,"0","0","0","","0","0",""
"09",20600,"453","451","2","","NSS","NSS",""
"09",20601,"0","0","0","","0","0",""
"09",20602,"0","0","0","","0","0",""
"09",20603,"10","10","0","","NSS","0",""
"09",20604,"146","146","0","","NSS","0",""
"09",20609,"297","295","2","","NSS","NSS",""
"09",20699,"","","","","","",""
"09",20900,"0","0","0","","0","0",""
"09",30100,"679","678","1","","NSS","NSS",""
"09",30200,"0","0","0","","0","0",""
"09",30300,"10","10","0","","NSS","0",""
"09",30400,"68","68","0","","NSS","0",""
"09",30500,"32","32","0","","NSS","0",""
"09",30600,"0","0","0","","0","0",""
"09",30700,"0","0","0","","0","0",""
"09",30900,"0","0","0","","0","0",""
"09",40100,"6755","6422","333","","NSS","NSS",""
"09",40101,"1943","1860","83","","NSS","NSS",""
"09",40102,"399","369","30","","NSS","NSS",""
"09",40103,"521","450","71","","NSS","NSS",""
"09",40104,"134","110","24","","NSS","NSS",""
"09",40105,"1214","1169","45","","NSS","NSS",""
"09",40106,"67","62","5","","NSS","NSS",""
"09",40107,"284","253","31","","NSS","NSS",""
"09",40108,"36","36","0","","NSS","0",""
"09",40109,"34","33","1","","NSS","NSS",""
"09",40110,"232","228","4","","NSS","NSS",""
"09",40111,"84","82","2","","NSS","NSS",""
"09",40112,"31","26","5","","NSS","NSS",""
"09",40113,"1507","1481","26","","NSS","NSS",""
"09",40114,"4","4","0","","NSS","0",""
"09",40115,"4","4","0","","NSS","0",""
"09",40116,"0","0","0","","0","0",""
"09",40119,"261","255","6","","NSS","NSS",""
"09",40199,"","","","","","",""
"09",40200,"NA","NA","NA","","NA","NA",""
"09",40300,"476","462","14","","NSS","NSS",""
"09",40400,"88","88","0","","NSS","0",""
"09",40500,"186","158","28","","NSS","NSS",""
"09",40501,"108","96","12","","NSS","NSS",""
"09",40509,"78","62","16","","NSS","NSS",""
"09",40599,"","","","","","",""
"09",40600,"1257","1257","0","","NSS","0",""
"09",40700,"350","350","0","","NSS","0",""
"09",40900,"45","45","0","","NSS","0",""
"09",50100,"1170","1167","3","","NSS","NSS",""
"09",50200,"177","177","0","","NSS","0",""
"09",50900,"73","73","0","","NSS","0",""
"09",60100,"100","100","0","","NSS","0",""
"09",60101,"80","80","0","","NSS","0",""
"09",60102,"0","0","0","","0","0",""
"09",60103,"13","13","0","","NSS","0",""
"09",60104,"7","7","0","","NSS","0",""
"09",60105,"0","0","0","","0","0",""
"09",60106,"0","0","0","","0","0",""
"09",60109,"0","0","0","","0","0",""
"09",60199,"","","","","","",""
"09",60200,"157","154","3","","NSS","NSS",""
"09",60201,"0","0","0","","0","0",""
"09",60202,"0","0","0","","0","0",""
"09",60203,"0","0","0","","0","0",""
"09",60209,"157","154","3","","NSS","NSS",""
"09",60299,"","","","","","",""
"09",60300,"NA","NA","NA","","NA","NA",""
"09",60400,"7","7","0","","NSS","0",""
"09",60900,"2","2","0","","NSS","0",""
"09",70100,"653","652","1","","NSS","NSS",""
"09",70101,"239","239","0","","NSS","0",""
"09",70102,"102","102","0","","NSS","0",""
"09",70103,"253","252","1","","NSS","NSS",""
"09",70104,"47","47","0","","NSS","0",""
"09",70109,"12","12","0","","NSS","0",""
"09",70199,"","","","","","",""
"09",70200,"NA","NA","NA","","NA","NA",""
"09",70201,"NA","NA","NA","","NA","NA",""
"09",70202,"NA","NA","NA","","NA","NA",""
"09",70203,"NA","NA","NA","","NA","NA",""
"09",70204,"NA","NA","NA","","NA","NA",""
"09",70205,"NA","NA","NA","","NA","NA",""
"09",70206,"NA","NA","NA","","NA","NA",""
"09",70209,"NA","NA","NA","","NA","NA",""
"09",70299,"","","","","","",""
"09",70300,"10","10","0","","NSS","0",""
"09",70400,"64","64","0","","NSS","0",""
"09",70500,"63","63","0","","NSS","0",""
"09",70600,"NA","NA","NA","","NA","NA",""
"09",70900,"NA","NA","NA","","NA","NA",""
"09",80100,"116","112","4","","NSS","NSS",""
"09",80101,"20","20","0","","NSS","0",""
"09",80102,"7","7","0","","NSS","0",""
"09",80103,"66","62","4","","NSS","NSS",""
"09",80104,"2","2","0","","NSS","0",""
"09",80105,"0","0","0","","0","0",""
"09",80106,"1","1","0","","NSS","0",""
"09",80107,"0","0","0","","0","0",""
"09",80109,"20","20","0","","NSS","0",""
"09",80199,"","","","","","",""
"09",80200,"13","13","0","","NSS","0",""
"09",80201,"0","0","0","","0","0",""
"09",80209,"13","13","0","","NSS","0",""
"09",80299,"","","","","","",""
"09",80300,"NA","NA","NA","","NA","NA",""
"09",80400,"0","0","0","","0","0",""
"09",80900,"NA","NA","NA","","NA","NA",""
"09",90100,"0","0","0","","0","0",""
"09",90200,"102","102","0","","NSS","0",""
"09",90300,"74","73","1","","NSS","NSS",""
"09",90400,"476","476","0","","NSS","0",""
"09",90500,"41","41","0","","NSS","0",""
"09",90501,"0","0","0","","0","0",""
"09",90502,"0","0","0","","0","0",""
"09",90503,"4","4","0","","NSS","0",""
"09",90509,"37","37","0","","NSS","0",""
"09",90599,"","","","","","",""
"09",90600,"55","55","0","","NSS","0",""
"09",90700,"NA","NA","NA","","NA","NA",""
"09",90701,"NA","NA","NA","","NA","NA",""
"09",90709,"NA","NA","NA","","NA","NA",""
"09",90799,"","","","","","",""
"09",90800,"NA","NA","NA","","NA","NA",""
"09",90900,"0","0","0","","0","0",""
"09",91000,"NA","NA","NA","","NA","NA",""
"09",91100,"2","2","0","","NSS","0",""
"09",91200,"313","312","1","","NSS","NSS",""
"09",91300,"15","15","0","","NSS","0",""
"09",91400,"0","0","0","","0","0",""
"09",91500,"5","5","0","","NSS","0",""
"09",91600,"NA","NA","NA","","NA","NA",""
"09",91900,"472","469","3","","NSS","NSS",""
"09",999999,"","","","","","",""
"10",10100,"182","36","0","","143","1","2"
"10",10200,"1","0","0","","NSS","NSS","1"
"10",10300,"1","0","0","","1","0",""
"10",10400,"724","31","1","2","678","5","7"
"10",10900,"18","0","0","","18","0",""
"10",20100,"24","2","0","","22","0",""
"10",20200,"4","0","0","","4","0",""
"10",20300,"2","0","0","","2","0",""
"10",20400,"3","0","0","","3","0",""
"10",20500,"0","0","0","","0","0",""
"10",20600,"100","63","0","","37","0",""
"10",20601,"NSS","NSS","0","","NSS","0",""
"10",20602,"NSS","NSS","0","","NSS","0",""
"10",20603,"NSS","NSS","0","","NSS","0",""
"10",20604,"13","NSS","0","","13","0",""
"10",20609,"1","1","0","","NSS","0",""
"10",20699,"86","62","","","24","",""
"10",20900,"1","0","0","","1","0",""
"10",30100,"89","3","2","","80","4",""
"10",30200,"0","0","0","","0","0",""
"10",30300,"0","0","0","","0","0",""
"10",30400,"105","5","NSS","1","99","0",""
"10",30500,"1","0","0","","1","0",""
"10",30600,"3","1","0","","2","0",""
"10",30700,"3","3","0","","0","0",""
"10",30900,"4","0","0","","3","1",""
"10",40100,"881","48","4","2","814","4","9"
"10",40101,"NSS","NSS","NSS","","NSS","NSS",""
"10",40102,"50","8","0","","42","0",""
"10",40103,"14","6","0","","7","1",""
"10",40104,"6","NSS","NSS","","6","0",""
"10",40105,"NSS","NSS","NSS","","NSS","NSS",""
"10",40106,"2","NSS","NSS","","2","0",""
"10",40107,"1","NSS","NSS","","1","0",""
"10",40108,"NSS","NSS","NSS","","NSS","NSS",""
"10",40109,"NSS","NSS","NSS","","NSS","NSS",""
"10",40110,"NSS","NSS","NSS","","NSS","NSS",""
"10",40111,"NSS","NSS","NSS","","NSS","NSS",""
"10",40112,"NSS","NSS","NSS","","NSS","NSS",""
"10",40113,"33","2","0","","31","0",""
"10",40114,"13","10","1","","1","1",""
"10",40115,"NSS","NSS","NSS","","NSS","NSS",""
"10",40116,"NSS","NSS","NSS","","NSS","NSS",""
"10",40119,"NSS","NSS","NSS","","NSS","NSS",""
"10",40199,"762","22","3","2","724","2","9"
"10",40200,"0","0","0","","0","0",""
"10",40300,"338","34","NSS","9","290","NSS","5"
"10",40400,"35","9","NSS","2","22","NSS","2"
"10",40500,"4","0","0","","4","0",""
"10",40501,"NSS","0","0","","NSS","0",""
"10",40509,"NSS","0","0","","NSS","0",""
"10",40599,"4","","","","4","",""
"10",40600,"259","20","NSS","3","229","1","6"
"10",40700,"57","24","NSS","2","31","0",""
"10",40900,"0","0","0","","0","0",""
"10",50100,"444","1","0","","431","10","2"
"10",50200,"29","16","0","","13","0",""
"10",50900,"4","0","0","","4","0",""
"10",60100,"14","0","0","","14","0",""
"10",60101,"1","0","0","","1","0",""
"10",60102,"NSS","0","0","","NSS","0",""
"10",60103,"1","0","0","","1","0",""
"10",60104,"7","0","0","","7","0",""
"10",60105,"NSS","0","0","","NSS","0",""
"10",60106,"NSS","0","0","","NSS","0",""
"10",60109,"3","0","0","","3","0",""
"10",60199,"2","","","","2","",""
"10",60200,"0","0","0","","0","0",""
"10",60201,"0","0","0","","0","0",""
"10",60202,"0","0","0","","0","0",""
"10",60203,"0","0","0","","0","0",""
"10",60209,"0","0","0","","0","0",""
"10",60299,"","","","","","",""
"10",60300,"14","3","0","","11","0",""
"10",60400,"1","0","0","","1","0",""
"10",60900,"4","0","0","","4","0",""
"10",70100,"624","13","1","","599","NSS","11"
"10",70101,"4","1","0","","3","NSS",""
"10",70102,"252","NSS","NSS","","244","NSS","8"
"10",70103,"2","NSS","NSS","","2","NSS",""
"10",70104,"NSS","NSS","NSS","","NSS","NSS",""
"10",70109,"1","NSS","NSS","","1","NSS",""
"10",70199,"365","12","1","","349","","3"
"10",70200,"0","0","0","","0","0",""
"10",70201,"0","0","0","","0","0",""
"10",70202,"0","0","0","","0","0",""
"10",70203,"0","0","0","","0","0",""
"10",70204,"0","0","0","","0","0",""
"10",70205,"0","0","0","","0","0",""
"10",70206,"0","0","0","","0","0",""
"10",70209,"0","0","0","","0","0",""
"10",70299,"","","","","","",""
"10",70300,"5","3","0","","2","0",""
"10",70400,"3","0","0","","2","1",""
"10",70500,"0","0","0","","0","0",""
"10",70600,"0","0","0","","0","0",""
"10",70900,"14","0","0","","14","0",""
"10",80100,"9","3","0","","6","0",""
"10",80101,"7","3","0","","4","0",""
"10",80102,"0","0","0","","0","0",""
"10",80103,"0","0","0","","0","0",""
"10",80104,"0","0","0","","0","0",""
"10",80105,"0","0","0","","0","0",""
"10",80106,"0","0","0","","0","0",""
"10",80107,"0","0","0","","0","0",""
"10",80109,"2","0","0","","2","0",""
"10",80199,"","","","","","",""
"10",80200,"0","0","0","","0","0",""
"10",80201,"0","0","0","","0","0",""
"10",80209,"0","0","0","","0","0",""
"10",80299,"","","","","","",""
"10",80300,"0","0","0","","0","0",""
"10",80400,"0","0","0","","0","0",""
"10",80900,"1","NSS","NSS","1","0","0",""
"10",90100,"10","1","0","","9","0",""
"10",90200,"29","3","NSS","3","22","1",""
"10",90300,"10","NSS","NSS","6","4","0",""
"10",90400,"23","18","NSS","1","4","0",""
"10",90500,"0","0","0","","0","0",""
"10",90501,"0","0","0","","0","0",""
"10",90502,"0","0","0","","0","0",""
"10",90503,"0","0","0","","0","0",""
"10",90509,"0","0","0","","0","0",""
"10",90599,"","","","","","",""
"10",90600,"0","0","0","","0","0",""
"10",90700,"0","0","0","","0","0",""
"10",90701,"0","0","0","","0","0",""
"10",90709,"0","0","0","","0","0",""
"10",90799,"","","","","","",""
"10",90800,"0","0","0","","0","0",""
