entidad,delitos,cecccd1,cecccd2,cecccd3,cecccd4,cecccd5,cecccd6,cecccd7,cecccd8,cecccd9,cecccd10,cecccd11,cecccd12,cecccd13,cecccd14,cecccd15,cecccd16,cecccd17,cecccd18,cecccd19,cecccd20,cecccd21,cecccd22,cecccd23,cecccd24,cecccd25,cecccd26,cecccd27,cecccd28,cecccd29,cecccd30,cecccd31,cecccd32,cecccd33,cecccd34,cecccd35,cecccd36,cecccd37,cecccd38,cecccd39,cecccd40,cecccd41,cecccd42,cecccd45,cecccd46,cecccd47,cecccd48,cecccd49,cecccd50,cecccd51,cecccd52,cecccd53,cecccd54,cecccd55,cecccd56
"04",30500,"8","0","0","0","","","8","0","0","0","","","8","0","0","0","0","0","","","8","0","0","0","","","8","0","0","0","","","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"04",30600,"0","0","1","0","","","1","0","0","0","","","1","0","0","0","0","0","","","1","0","0","0","","","0","0","1","0","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"04",30700,"NA","NA","NA","NA","","","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","","","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"04",30900,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04",40100,"6","0","96","0","","","102","0","0","0","","","102","0","0","0","0","0","","","102","0","0","0","","","6","0","96","0","","","88","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0"
"04",40101,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04",40102,"0","0","10","0","","","10","0","0","0","","","10","0","0","0","0","0","","","10","0","0","0","","","0","0","10","0","","","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0"
"04",40103,"0","0","40","0","","","40","0","0","0","","","40","0","0","0","0","0","","","40","0","0","0","","","0","0","40","0","","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0"
"04",40104,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04",40105,"0","0","8","0","","","8","0","0","0","","","8","0","0","0","0","0","","","8","0","0","0","","","0","0","8","0","","","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"04",40106,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04",40107,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04",40108,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04",40109,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04",40110,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04",40111,"6","0","0","0","","","6","0","0","0","","","6","0","0","0","0","0","","","6","0","0","0","","","6","0","0","0","","","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0"
