entidad,sexo_ns,rangedae,ingretit,gdoestuc,esgrestu,re_snn1,desi_mag,re_snn2,fec_inic,fec_term
"24",2,9,5,1,4,1,7,2,"04/11/2012","03/11/2018"
"24",2,9,5,1,4,1,7,2,"15/10/1993","NSS"
"25",1,5,6,2,3,1,1,2,"02/01/2017","02/01/2018"
"25",1,7,6,2,2,1,7,1,"30/09/2008","NA"
"25",1,9,6,1,3,1,7,1,"31/03/2005","NA"
"25",1,9,6,2,2,1,7,1,"16/03/2004","NA"
"25",1,9,6,2,2,1,7,1,"02/02/1990","NA"
"25",1,9,6,3,2,1,7,1,"04/11/2008","NA"
"25",1,9,6,3,3,1,7,1,"12/11/2002","NA"
"25",2,6,6,1,3,1,7,1,"10/09/2009","NA"
"25",2,7,6,2,3,1,7,1,"10/09/2009","NA"
"25",2,8,6,1,2,1,7,1,"25/04/2001","NA"
"25",2,8,6,1,3,1,7,1,"31/07/2012","NA"
"26",1,5,6,2,2,2,8,2,"10/09/2015","NSS"
"26",1,7,6,1,4,2,8,2,"02/05/2013","NSS"
"26",1,9,6,1,4,2,1,2,"10/09/2015","NSS"
"26",1,9,6,2,4,2,8,2,"09/03/1999","NSS"
"26",2,7,6,1,4,2,8,2,"25/10/2006","NSS"
"26",2,8,6,2,4,1,8,2,"06/11/1997","NSS"
"26",2,9,6,1,4,2,8,2,"02/05/2013","NSS"
"27",1,5,4,2,3,1,5,2,"01/09/2015","NSS"
"27",1,5,4,2,3,1,5,2,"01/09/2015","NSS"
"27",1,5,4,2,3,2,5,2,"01/01/2015","NSS"
"27",1,5,4,2,3,2,5,2,"01/01/2016","NSS"
"27",1,6,4,1,3,2,5,2,"01/01/2015","NSS"
"27",1,7,4,1,3,2,5,2,"01/09/2015","NSS"
"27",1,7,4,2,3,1,5,2,"01/09/2015","NSS"
"27",1,7,4,2,3,1,5,2,"01/09/2015","NSS"
"27",1,7,4,2,3,2,5,2,"01/01/2015","NSS"
"27",1,9,4,1,1,1,5,2,"01/01/2015","NSS"
"27",1,9,4,1,3,2,1,1,"01/04/1980","NA"
"27",1,9,4,1,3,2,5,2,"21/03/2011","NSS"
"27",1,9,4,2,3,2,1,2,"01/09/2015","NSS"
"27",1,9,4,3,2,1,1,2,"01/01/2013","NSS"
"27",2,5,4,2,3,1,5,2,"01/01/2015","NSS"
"27",2,6,4,3,3,1,5,2,"01/01/2015","NSS"
"27",2,7,4,2,3,1,5,2,"01/09/2015","NSS"
"27",2,8,4,2,3,1,5,2,"01/09/2015","NSS"
"27",2,8,4,2,3,1,5,2,"01/09/2015","NSS"
"27",2,9,4,2,3,2,5,2,"02/01/2002","NSS"
"28",1,5,6,2,4,1,1,2,"08/07/2015","08/07/2021"
"28",1,6,6,2,4,9,1,2,"08/07/2015","08/07/2021"
"28",1,7,6,2,4,1,1,2,"10/05/2011","10/05/2017"
"28",1,8,6,1,4,9,1,2,"06/10/2016","06/10/2022"
"28",1,8,6,2,4,9,1,2,"03/06/2008","03/06/2020"
"28",1,8,8,1,4,9,1,2,"08/07/2015","15/01/2019"
"28",1,9,6,1,4,9,1,1,"01/08/1980","NA"
"28",1,9,6,1,4,9,1,2,"30/03/2006","30/03/2018"
"28",1,9,6,2,4,9,1,2,"09/03/2016","09/03/2022"
"28",1,9,6,3,9,9,1,2,"08/07/2015","08/07/2021"
"28",1,9,6,3,9,9,1,2,"23/02/2009","23/02/2020"
"28",2,5,6,2,4,9,1,2,"08/07/2015","08/07/2021"
"28",2,5,6,3,9,1,1,2,"03/06/2008","03/06/2020"
"28",2,9,6,1,4,1,1,2,"08/05/2007","08/05/2019"
"29",1,4,2,3,4,2,5,2,"15/07/2016","14/07/2022"
"29",1,5,2,2,4,2,5,2,"13/01/2014","12/01/2020"
"29",1,7,2,2,4,2,5,2,"04/11/2009","02/11/2021"
"29",1,8,2,2,3,2,5,2,"04/11/2009","02/11/2021"
"29",2,5,2,2,4,2,5,2,"01/04/2015","31/03/2021"
"29",2,5,2,2,4,2,5,2,"27/12/2016","26/12/2022"
"29",2,6,1,3,4,2,5,2,"04/03/2015","31/01/2018"
"29",2,6,2,3,4,2,5,2,"13/01/2014","12/01/2020"
"30",1,5,7,1,4,1,4,2,"04/11/2013","03/11/2023"
"30",1,8,7,2,4,1,4,2,"09/08/2010","08/08/2020"
"30",1,9,7,1,4,1,4,1,"02/01/1997","NA"
"30",1,9,7,1,4,1,4,2,"25/04/2011","24/04/2021"
"30",1,9,7,1,4,1,4,2,"25/03/2014","24/03/2024"
"30",1,9,7,1,4,1,4,2,"01/01/2011","31/12/2021"
"30",1,9,7,3,4,1,4,1,"01/01/1991","NA"
"30",1,9,7,3,4,1,4,1,"15/12/1998","NA"
"30",1,9,9,1,4,1,1,2,"09/08/2010","08/08/2020"
"30",2,9,7,1,4,1,4,1,"01/01/1989","NA"
"31",1,5,7,1,3,1,5,2,"01/03/2011","28/02/2026"
"31",1,5,7,3,3,1,5,2,"01/01/2011","31/12/2025"
"31",1,6,7,1,3,1,5,2,"01/03/2011","28/02/2026"
"31",1,6,7,3,3,1,5,2,"06/06/2007","05/06/2022"
"31",1,6,7,3,3,1,5,2,"15/12/2007","14/12/2022"
"31",1,9,7,1,3,1,5,1,"20/04/2001","NA"
"31",2,7,7,1,3,1,5,2,"01/03/2011","28/02/2026"
"31",2,7,7,1,3,1,5,2,"01/03/2011","28/02/2026"
"31",2,7,7,3,3,1,5,2,"15/12/2007","14/12/2022"
"31",2,9,7,1,3,1,5,1,"07/01/1992","NA"
"31",2,9,7,1,3,1,5,1,"26/01/1989","NA"
"32",1,5,5,3,1,1,7,1,"10/03/2015","NA"
"32",1,6,5,1,4,1,7,1,"17/03/2016","NA"
"32",1,6,7,1,4,1,7,1,"01/02/2004","NA"
"32",1,8,5,1,4,2,7,1,"01/02/2010","NA"
"32",1,8,5,3,3,2,7,1,"17/03/2016","NA"
"32",1,9,5,1,4,2,7,1,"16/04/2004","NA"
"32",1,9,5,3,1,1,7,1,"01/02/2012","NA"
"32",2,7,5,1,4,1,7,1,"01/02/2006","NA"
"32",2,7,5,2,4,1,7,1,"01/02/2012","NA"
"32",2,7,5,2,4,1,7,1,"01/02/2008","NA"
"32",2,7,5,2,4,1,7,1,"01/02/2010","NA"
"32",2,8,5,2,3,1,7,1,"05/09/2016","NA"
"32",2,8,5,2,4,1,7,1,"01/02/2004","NA"
