entidad,delselec,impeda1,impeda2,impeda3,impeda4,impeda5,impeda6,impeda7,impeda8,impeda9,impeda10,impeda11,impeda12,impeda13,impeda14,impeda15,impeda16,impeda17,impeda18,impeda19,impeda20
"27",10102,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","4","1"
"27",60200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",60201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",60202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",60203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",60209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",60299,"","","","","","","","","","","","","","","","","","","",""
"27",999999,"","","","","","","","","","","","","","","","","","","",""
"28",10101,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","26","2"
"28",10102,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","17","2"
"28",60200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",60201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",60202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",60203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",60209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",60299,"","","","","","","","","","","","","","","","","","","",""
"28",999999,"","","","","","","","","","","","","","","","","","","",""
"29",10101,"2","1","1","0","1","0","1","0","5","0","3","0","0","1","0","0","0","0","3","0"
"29",10102,"0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","2","0"
"29",60200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",60201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",60202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",60203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",60209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",60299,"","","","","","","","","","","","","","","","","","","",""
"29",999999,"","","","","","","","","","","","","","","","","","","",""
"30",10101,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"30",10102,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"30",60200,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"30",60201,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"30",60202,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"30",60203,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"30",60209,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"30",60299,"","","","","","","","","","","","","","","","","","","",""
"30",999999,"","","","","","","","","","","","","","","","","","","",""
"31",10101,"20","1","8","1","4","1","1","1","2","1","4","0","1","0","0","0","0","0","15","0"
"31",10102,"3","1","3","0","3","0","4","0","4","0","1","0","1","0","0","0","1","0","2","0"
"31",60200,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",60201,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",60202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",60203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",60209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",60299,"","","","","","","","","","","","","","","","","","","",""
"31",999999,"","","","","","","","","","","","","","","","","","","",""
"32",10101,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",10102,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",60200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",60201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",60202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",60203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",60209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",60299,"","","","","","","","","","","","","","","","","","","",""
"32",999999,"","","","","","","","","","","","","","","","","","","",""
