entidad,delitos,raedadtt,raedad1,raedad2,raedad3,raedad4,raedad5,raedad6,raedad7,raedad8,raedad9,raedad10,raedad11,raedad12,raedad13,raedad14
"10",60109,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",60199,"","","","","","","","","","","","","","",""
"10",60200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",60201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",60202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",60203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",60209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",60299,"","","","","","","","","","","","","","",""
"10",60300,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",60400,"3","0","0","0","0","0","1","0","0","2","0","0","0","0","0"
"10",60900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70100,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70101,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70102,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70103,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70104,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70109,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70199,"","","","","","","","","","","","","","",""
"10",70200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70204,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70205,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70206,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70299,"","","","","","","","","","","","","","",""
"10",70300,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70400,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70500,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70600,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",70900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80100,"49","0","0","0","12","5","6","4","4","3","3","9","1","2","0"
"10",80101,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80102,"48","0","0","0","12","5","6","4","3","3","3","9","1","2","0"
"10",80103,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80104,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80105,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80106,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80107,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80109,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"10",80199,"","","","","","","","","","","","","","",""
"10",80200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80299,"","","","","","","","","","","","","","",""
"10",80300,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80400,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",80900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90100,"1032","0","0","0","129","140","121","130","135","133","93","62","51","38","0"
"10",90200,"120","0","0","0","2","12","18","15","13","20","12","11","5","12","0"
"10",90300,"21","0","0","0","0","0","0","5","3","5","4","1","1","2","0"
"10",90400,"70","0","0","0","0","5","7","10","10","10","10","4","7","7","0"
"10",90500,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90501,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90502,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90503,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90509,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90599,"","","","","","","","","","","","","","",""
"10",90600,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90700,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90701,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90709,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90799,"","","","","","","","","","","","","","",""
"10",90800,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",90900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",91000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",91100,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",91200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",91300,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",91400,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",91500,"19","0","0","0","0","0","0","6","3","3","2","1","2","2","0"
"10",91600,"27","0","0","0","0","2","4","3","8","4","4","2","0","0","0"
"10",91900,"119","0","0","0","7","30","14","15","18","8","10","9","2","6","0"
"10",999999,"","","","","","","","","","","","","","",""
"11",10100,"671","13","8","11","44","60","78","81","62","74","53","48","20","92","27"
"11",10200,"19","1","0","1","3","0","7","0","1","3","2","0","0","1","0"
"11",10300,"10","0","0","0","3","4","1","0","1","1","0","0","0","0","0"
"11",10400,"4442","31","28","103","387","629","677","650","567","470","303","194","118","186","99"
"11",10900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",20100,"122","NSS","1","2","23","23","15","5","15","13","6","11","2","4","2"
"11",20200,"4","1","NSS","NSS","NSS","NSS","NSS","1","NSS","NSS","NSS","NSS","NSS","NSS","2"
"11",20300,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",20400,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",20500,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",20600,"2","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"11",20601,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",20602,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",20603,"2","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"11",20604,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",20609,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",20699,"","","","","","","","","","","","","","",""
"11",20900,"48","0","0","1","7","4","7","8","9","2","2","4","0","4","0"
"11",30100,"839","93","170","226","140","55","42","40","22","20","10","5","5","7","4"
"11",30200,"146","1","4","16","30","18","27","18","10","6","8","3","2","1","2"
"11",30300,"19","0","0","3","3","2","3","3","2","1","2","0","0","0","0"
"11",30400,"383","5","13","73","114","53","47","25","15","16","10","3","2","5","2"
"11",30500,"17","0","1","1","3","0","4","1","2","3","1","0","0","1","0"
"11",30600,"110","0","0","42","55","1","0","2","1","4","2","3","0","0","0"
"11",30700,"2","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"11",30900,"244","3","12","67","65","37","13","21","5","12","1","4","1","1","2"
"11",40100,"4624","1","NSS","5","85","387","591","643","605","612","431","591","245","382","46"
"11",40101,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40102,"1764","NSS","NSS","5","33","137","244","256","232","223","166","146","106","198","18"
"11",40103,"1025","NSS","NSS","NSS","5","47","103","142","142","155","124","125","80","96","6"
"11",40104,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40105,"24","NSS","NSS","NSS","1","4","3","3","2","5","NSS","2","0","3","1"
"11",40106,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40107,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40108,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40109,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40110,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40111,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40112,"17","0","0","0","0","2","3","1","3","1","2","4","1","0","0"
"11",40113,"1695","1","NSS","NSS","46","195","232","231","212","223","128","304","46","56","21"
"11",40114,"99","0","0","0","0","2","6","10","14","5","11","10","12","29","0"
"11",40115,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40116,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40119,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40199,"","","","","","","","","","","","","","",""
"11",40200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40300,"1068","NSS","NSS","NSS","9","69","100","126","131","138","135","128","80","141","11"
"11",40400,"328","0","0","0","2","19","36","40","45","52","45","32","19","38","0"
"11",40500,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"11",40501,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",40509,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"11",40599,"","","","","","","","","","","","","","",""
"11",40600,"2727","4","NSS","6","33","147","283","399","340","356","380","294","191","274","20"
"11",40700,"289","NSS","NSS","NSS","NSS","6","13","22","29","31","31","37","40","78","2"
"11",40900,"2403","1","NSS","8","58","209","278","340","337","320","268","245","141","163","35"
"11",50100,"9597","145","264","290","856","1633","1609","1560","1266","805","449","256","128","280","56"
"11",50200,"915","12","22","17","30","120","194","204","154","90","43","15","4","6","4"
"11",50900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60100,"126","4","11","48","39","2","5","7","2","5","1","1","NSS","NSS","1"
"11",60101,"126","4","11","48","39","2","5","7","2","5","1","1","NSS","NSS","1"
"11",60102,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60103,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60104,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60105,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"11",60106,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60109,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60199,"","","","","","","","","","","","","","",""
"11",60200,"9","0","0","0","4","2","1","1","0","0","0","1","0","0","0"
"11",60201,"9","0","0","0","4","2","1","1","0","0","0","1","0","0","0"
"11",60202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",60299,"","","","","","","","","","","","","","",""
"11",60300,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"11",60400,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"11",60900,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"11",70100,"254","67","1","1","35","16","4","3","2","2","5","NSS","1","NSS","117"
"11",70101,"116","25","NSS","NSS","3","13","3","2","NSS","1","1","NSS","NSS","NSS","68"
"11",70102,"70","39","NSS","NSS","4","1","1","NSS","2","NSS","2","NSS","1","NSS","20"
"11",70103,"17","2","1","1","4","1","NSS","1","NSS","NSS","NSS","NSS","NSS","NSS","7"
"11",70104,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70109,"51","1","NSS","NSS","24","1","NSS","NSS","NSS","1","2","NSS","NSS","NSS","22"
"11",70199,"","","","","","","","","","","","","","",""
"11",70200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70202,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70203,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70204,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70205,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70206,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70299,"","","","","","","","","","","","","","",""
"11",70300,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"11",70400,"5","0","NSS","NSS","NSS","1","NSS","NSS","2","NSS","NSS","NSS","NSS","NSS","2"
"11",70500,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70600,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",70900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80100,"75","0","0","1","4","8","8","16","10","9","9","4","1","5","0"
"11",80101,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80102,"68","0","0","1","4","8","8","13","9","8","8","4","1","4","0"
"11",80103,"5","0","0","0","0","0","0","3","0","1","0","0","0","1","0"
"11",80104,"2","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"11",80105,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80106,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80107,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80109,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80199,"","","","","","","","","","","","","","",""
"11",80200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80201,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80209,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80299,"","","","","","","","","","","","","","",""
"11",80300,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",80400,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"11",80900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90100,"3022","1","1","18","170","374","459","464","425","351","263","186","106","198","6"
"11",90200,"139","NSS","1","NSS","5","12","14","11","14","22","18","11","8","22","1"
"11",90300,"37","0","0","0","0","0","2","3","7","6","9","4","3","3","0"
"11",90400,"136","NSS","NSS","1","NSS","5","11","13","22","20","18","16","9","15","6"
"11",90500,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"11",90501,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90502,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90503,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90509,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"11",90599,"","","","","","","","","","","","","","",""
"11",90600,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90700,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90701,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90709,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90799,"","","","","","","","","","","","","","",""
"11",90800,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",90900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",91000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",91100,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",91200,"1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"11",91300,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",91400,"10","0","0","0","0","0","0","1","0","1","0","0","0","0","8"
"11",91500,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",91600,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",91900,"8127","47","46","317","772","875","990","996","1030","898","653","525","322","574","82"
"11",999999,"","","","","","","","","","","","","","",""
"12",10100,"332","1","2","4","17","53","71","58","30","20","13","10","4","4","45"
"12",10200,"14","0","0","0","0","0","0","3","2","0","1","0","0","0","8"
"12",10300,"3","2","0","0","0","0","0","0","0","0","0","0","0","0","1"
"12",10400,"611","0","0","9","39","95","137","127","95","50","27","21","6","5","0"
"01",10100,"50","NSS","1","NSS","5","2","1","1","2","2","3","1","1","1","30"
"01",10200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",10300,"1","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"01",10400,"881","NSS","NSS","1","36","132","117","113","107","82","48","23","20","18","184"
"01",10900,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"01",20100,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20300,"51","2","1","1","NSS","12","10","5","9","3","4","2","NSS","NSS","2"
"01",20400,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20500,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20600,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20601,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20602,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20603,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20604,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20609,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",20699,"","","","","","","","","","","","","","",""
"01",20900,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",30100,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",30200,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01",30300,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"01",30400,"56","1","NSS","5","4","6","9","6","10","6","6","NSS","NSS","NSS","3"
"01",30500,"27","NSS","NSS","2","4","7","10","NSS","NSS","NSS","NSS","NSS","NSS","NSS","4"
"01",30600,"14","0","0","0","1","8","5","0","0","0","0","0","0","0","0"
"01",30700,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
