entidad,ubic_geo,delitos,totalca1
"02","2005",91300,"0"
"02","2005",91400,"0"
"02","2005",91500,"0"
"02","2005",91600,"0"
"02","2005",91900,"4"
"02","2005",999999,""
"03","3000",10100,"4"
"03","3000",10200,"0"
"03","3000",10300,"0"
"03","3000",10400,"4"
"03","3000",10900,"0"
"03","3000",20100,"0"
"03","3000",20200,"0"
"03","3000",20300,"0"
"03","3000",20400,"0"
"03","3000",20500,"0"
"03","3000",20600,"0"
"03","3000",20601,"0"
"03","3000",20602,"0"
"03","3000",20603,"0"
"03","3000",20604,"0"
"03","3000",20609,"0"
"03","3000",20699,""
"03","3000",20900,"0"
"03","3000",30100,"1"
"03","3000",30200,"1"
"03","3000",30300,"0"
"03","3000",30400,"3"
"03","3000",30500,"0"
"03","3000",30600,"0"
"03","3000",30700,"0"
"03","3000",30900,"2"
"03","3000",40100,"62"
"03","3000",40101,"NSS"
"03","3000",40102,"14"
"03","3000",40103,"3"
"03","3000",40104,"NSS"
"03","3000",40105,"NSS"
"03","3000",40106,"NSS"
"03","3000",40107,"0"
"03","3000",40108,"NSS"
"03","3000",40109,"NSS"
"03","3000",40110,"0"
"03","3000",40111,"NSS"
"03","3000",40112,"NSS"
"03","3000",40113,"0"
"03","3000",40114,"0"
"03","3000",40115,"NSS"
"03","3000",40116,"NSS"
"03","3000",40119,"NSS"
"03","3000",40199,""
"03","3000",40200,"0"
"03","3000",40300,"2"
"03","3000",40400,"2"
"03","3000",40500,"0"
"03","3000",40501,"0"
"03","3000",40509,"0"
"03","3000",40599,""
"03","3000",40600,"6"
"03","3000",40700,"2"
"03","3000",40900,"0"
"03","3000",50100,"8"
"03","3000",50200,"4"
"03","3000",50900,"0"
"03","3000",60100,"0"
"03","3000",60101,"0"
"03","3000",60102,"0"
"03","3000",60103,"0"
"03","3000",60104,"0"
"03","3000",60105,"0"
"03","3000",60106,"0"
"03","3000",60109,"0"
"03","3000",60199,""
"03","3000",60200,"0"
"03","3000",60201,"0"
"03","3000",60202,"0"
"03","3000",60203,"0"
"03","3000",60209,"0"
"03","3000",60299,""
"03","3000",60300,"1"
"03","3000",60400,"0"
"03","3000",60900,"0"
"03","3000",70100,"13"
"03","3000",70101,"6"
"03","3000",70102,"0"
"03","3000",70103,"NSS"
"03","3000",70104,"NSS"
"03","3000",70109,"0"
"03","3000",70199,""
"03","3000",70200,"0"
"03","3000",70201,"0"
"03","3000",70202,"0"
"03","3000",70203,"0"
"03","3000",70204,"0"
"03","3000",70205,"0"
"03","3000",70206,"0"
"03","3000",70209,"0"
"03","3000",70299,""
"03","3000",70300,"0"
"03","3000",70400,"0"
"03","3000",70500,"0"
"03","3000",70600,"0"
"03","3000",70900,"0"
"03","3000",80100,"1"
"03","3000",80101,"1"
"03","3000",80102,"0"
"03","3000",80103,"0"
"03","3000",80104,"0"
"03","3000",80105,"0"
"03","3000",80106,"0"
"03","3000",80107,"0"
"03","3000",80109,"0"
"03","3000",80199,""
"03","3000",80200,"0"
"03","3000",80201,"0"
"03","3000",80209,"0"
"03","3000",80299,""
"03","3000",80300,"0"
"03","3000",80400,"0"
"03","3000",80900,"0"
"03","3000",90100,"0"
"03","3000",90200,"2"
"03","3000",90300,"0"
"03","3000",90400,"0"
"03","3000",90500,"0"
"03","3000",90501,"0"
"03","3000",90502,"0"
"03","3000",90503,"0"
"03","3000",90509,"0"
"03","3000",90599,""
"03","3000",90600,"0"
"03","3000",90700,"0"
"03","3000",90701,"0"
"03","3000",90709,"0"
"03","3000",90799,""
"03","3000",90800,"0"
"03","3000",90900,"0"
"03","3000",91000,"0"
"03","3000",91100,"0"
"03","3000",91200,"2"
"03","3000",91300,"0"
"03","3000",91400,"0"
"03","3000",91500,"0"
"03","3000",91600,"0"
"03","3000",91900,"10"
"03","3000",999999,""
"03","3001",10100,"0"
"03","3001",10200,"0"
"03","3001",10300,"0"
"03","3001",10400,"0"
"03","3001",10900,"0"
"03","3001",20100,"0"
"03","3001",20200,"0"
"03","3001",20300,"0"
"03","3001",20400,"0"
"03","3001",20500,"0"
"03","3001",20600,"0"
"03","3001",20601,"0"
"03","3001",20602,"0"
"03","3001",20603,"0"
"03","3001",20604,"0"
"03","3001",20609,"0"
"03","3001",20699,""
"03","3001",20900,"0"
"03","3001",30100,"0"
"03","3001",30200,"NSS"
"03","3001",30300,"0"
"03","3001",30400,"0"
"03","3001",30500,"0"
"03","3001",30600,"0"
"03","3001",30700,"0"
"03","3001",30900,"NSS"
"03","3001",40100,"1"
"03","3001",40101,"NSS"
"03","3001",40102,"0"
"03","3001",40103,"0"
"03","3001",40104,"NSS"
"03","3001",40105,"NSS"
"03","3001",40106,"NSS"
"03","3001",40107,"0"
"03","3001",40108,"NSS"
"03","3001",40109,"NSS"
"03","3001",40110,"0"
"03","3001",40111,"NSS"
"03","3001",40112,"NSS"
"03","3001",40113,"0"
"03","3001",40114,"0"
"03","3001",40115,"NSS"
"03","3001",40116,"NSS"
"03","3001",40119,"NSS"
"03","3001",40199,""
"03","3001",40200,"0"
"03","3001",40300,"0"
"03","3001",40400,"NSS"
"03","3001",40500,"0"
"03","3001",40501,"0"
"03","3001",40509,"0"
"03","3001",40599,""
"03","3001",40600,"0"
"03","3001",40700,"1"
"03","3001",40900,"0"
"03","3001",50100,"0"
"03","3001",50200,"1"
"03","3001",50900,"0"
"03","3001",60100,"0"
"03","3001",60101,"0"
"03","3001",60102,"0"
"03","3001",60103,"0"
"03","3001",60104,"0"
"03","3001",60105,"0"
"03","3001",60106,"0"
"03","3001",60109,"0"
"03","3001",60199,""
"03","3001",60200,"0"
"03","3001",60201,"0"
"03","3001",60202,"0"
"03","3001",60203,"0"
"03","3001",60209,"0"
"03","3001",60299,""
"03","3001",60300,"NSS"
"03","3001",60400,"0"
"03","3001",60900,"0"
"03","3001",70100,"0"
"03","3001",70101,"0"
"03","3001",70102,"0"
"03","3001",70103,"0"
"03","3001",70104,"0"
"03","3001",70109,"0"
"03","3001",70199,""
"03","3001",70200,"0"
"03","3001",70201,"0"
"03","3001",70202,"0"
"03","3001",70203,"0"
"03","3001",70204,"0"
"03","3001",70205,"0"
"03","3001",70206,"0"
"03","3001",70209,"0"
"03","3001",70299,""
"03","3001",70300,"0"
"03","3001",70400,"0"
"03","3001",70500,"0"
"03","3001",70600,"0"
"03","3001",70900,"0"
"03","3001",80100,"2"
"03","3001",80101,"1"
"03","3001",80102,"0"
"03","3001",80103,"0"
"03","3001",80104,"0"
"03","3001",80105,"0"
"03","3001",80106,"0"
"03","3001",80107,"0"
"03","3001",80109,"1"
"03","3001",80199,""
"03","3001",80200,"0"
"03","3001",80201,"0"
"03","3001",80209,"0"
"03","3001",80299,""
"03","3001",80300,"0"
"03","3001",80400,"0"
"03","3001",80900,"0"
"03","3001",90100,"0"
"03","3001",90200,"0"
"03","3001",90300,"0"
"03","3001",90400,"0"
"03","3001",90500,"0"
"03","3001",90501,"0"
"03","3001",90502,"0"
"03","3001",90503,"0"
"03","3001",90509,"0"
"03","3001",90599,""
"03","3001",90600,"0"
"03","3001",90700,"0"
"03","3001",90701,"0"
"03","3001",90709,"0"
"03","3001",90799,""
"03","3001",90800,"0"
"03","3001",90900,"0"
"03","3001",91000,"0"
"03","3001",91100,"0"
"03","3001",91200,"0"
"03","3001",91300,"0"
"03","3001",91400,"0"
"03","3001",91500,"0"
"03","3001",91600,"0"
"03","3001",91900,"0"
"03","3001",999999,""
"03","3002",10100,"1"
"03","3002",10200,"0"
"03","3002",10300,"0"
"03","3002",10400,"3"
"03","3002",10900,"0"
"03","3002",20100,"1"
"03","3002",20200,"0"
"03","3002",20300,"0"
"03","3002",20400,"0"
"03","3002",20500,"0"
"03","3002",20600,"0"
"03","3002",20601,"0"
"03","3002",20602,"0"
"03","3002",20603,"0"
"03","3002",20604,"0"
"03","3002",20609,"0"
"03","3002",20699,""
"03","3002",20900,"0"
"03","3002",30100,"1"
"03","3002",30200,"NSS"
"03","3002",30300,"0"
"03","3002",30400,"1"
"03","3002",30500,"2"
"03","3002",30600,"0"
"03","3002",30700,"0"
"03","3002",30900,"NSS"
"03","3002",40100,"37"
"03","3002",40101,"NSS"
"03","3002",40102,"3"
"03","3002",40103,"1"
"03","3002",40104,"NSS"
"03","3002",40105,"NSS"
"03","3002",40106,"NSS"
"03","3002",40107,"0"
"03","3002",40108,"NSS"
"03","3002",40109,"NSS"
"03","3002",40110,"1"
"03","3002",40111,"NSS"
"03","3002",40112,"NSS"
"03","3002",40113,"0"
"03","3002",40114,"1"
"03","3002",40115,"NSS"
"03","3002",40116,"NSS"
"03","3002",40119,"NSS"
"03","3002",40199,""
"03","3002",40200,"0"
"03","3002",40300,"0"
"03","3002",40400,"NSS"
"03","3002",40500,"0"
"03","3002",40501,"0"
"03","3002",40509,"0"
"03","3002",40599,""
"03","3002",40600,"3"
"03","3002",40700,"0"
"03","3002",40900,"0"
"03","3002",50100,"5"
"03","3002",50200,"6"
"03","3002",50900,"0"
"03","3002",60100,"1"
"03","3002",60101,"1"
"03","3002",60102,"0"
"03","3002",60103,"0"
"03","3002",60104,"0"
"03","3002",60105,"0"
"03","3002",60106,"0"
"03","3002",60109,"0"
"03","3002",60199,""
"03","3002",60200,"0"
"03","3002",60201,"0"
"03","3002",60202,"0"
"03","3002",60203,"0"
"03","3002",60209,"0"
"03","3002",60299,""
"03","3002",60300,"NSS"
"03","3002",60400,"0"
"03","3002",60900,"0"
"03","3002",70100,"5"
"03","3002",70101,"2"
"03","3002",70102,"0"
"03","3002",70103,"NSS"
"03","3002",70104,"NSS"
"03","3002",70109,"1"
"03","3002",70199,""
"03","3002",70200,"0"
"03","3002",70201,"0"
"03","3002",70202,"0"
"03","3002",70203,"0"
"03","3002",70204,"0"
"03","3002",70205,"0"
"03","3002",70206,"0"
"03","3002",70209,"0"
"03","3002",70299,""
"03","3002",70300,"0"
"03","3002",70400,"0"
"03","3002",70500,"0"
"03","3002",70600,"0"
"03","3002",70900,"0"
"03","3002",80100,"2"
"03","3002",80101,"0"
"03","3002",80102,"0"
"03","3002",80103,"0"
"03","3002",80104,"0"
"03","3002",80105,"0"
"03","3002",80106,"0"
"03","3002",80107,"0"
"03","3002",80109,"2"
"03","3002",80199,""
"03","3002",80200,"0"
"03","3002",80201,"0"
"03","3002",80209,"0"
"03","3002",80299,""
"03","3002",80300,"0"
"03","3002",80400,"0"
"03","3002",80900,"1"
"03","3002",90100,"0"
"03","3002",90200,"1"
"03","3002",90300,"0"
"03","3002",90400,"0"
"03","3002",90500,"0"
"03","3002",90501,"0"
"03","3002",90502,"0"
"03","3002",90503,"0"
"03","3002",90509,"0"
"03","3002",90599,""
"03","3002",90600,"0"
"03","3002",90700,"0"
"03","3002",90701,"0"
"03","3002",90709,"0"
"03","3002",90799,""
"03","3002",90800,"0"
"03","3002",90900,"0"
"03","3002",91000,"0"
"03","3002",91100,"0"
"03","3002",91200,"2"
"03","3002",91300,"0"
"03","3002",91400,"0"
"03","3002",91500,"0"
"03","3002",91600,"0"
"03","3002",91900,"5"
"03","3002",999999,""
"03","3003",10100,"23"
"03","3003",10200,"0"
"03","3003",10300,"0"
"03","3003",10400,"24"
"03","3003",10900,"0"
"03","3003",20100,"0"
"03","3003",20200,"0"
"03","3003",20300,"0"
"03","3003",20400,"0"
"03","3003",20500,"0"
"03","3003",20600,"0"
"03","3003",20601,"0"
"03","3003",20602,"0"
"03","3003",20603,"0"
"03","3003",20604,"0"
"03","3003",20609,"0"
"03","3003",20699,""
"03","3003",20900,"0"
"03","3003",30100,"7"
"03","3003",30200,"NSS"
"03","3003",30300,"0"
"03","3003",30400,"2"
"03","3003",30500,"2"
"03","3003",30600,"0"
"03","3003",30700,"0"
"03","3003",30900,"NSS"
"03","3003",40100,"127"
"03","3003",40101,"NSS"
"03","3003",40102,"18"
"03","3003",40103,"16"
"03","3003",40104,"NSS"
"03","3003",40105,"NSS"
"03","3003",40106,"NSS"
"03","3003",40107,"1"
"03","3003",40108,"NSS"
"03","3003",40109,"NSS"
"03","3003",40110,"0"
"03","3003",40111,"NSS"
"03","3003",40112,"NSS"
"03","3003",40113,"1"
"03","3003",40114,"0"
"03","3003",40115,"NSS"
"03","3003",40116,"NSS"
"03","3003",40119,"NSS"
"03","3003",40199,""
"03","3003",40200,"0"
"03","3003",40300,"4"
"03","3003",40400,"1"
"03","3003",40500,"0"
"03","3003",40501,"0"
"03","3003",40509,"0"
"03","3003",40599,""
"03","3003",40600,"25"
"03","3003",40700,"1"
"03","3003",40900,"0"
"03","3003",50100,"6"
"03","3003",50200,"1"
"03","3003",50900,"0"
"03","3003",60100,"0"
"03","3003",60101,"0"
"03","3003",60102,"0"
"03","3003",60103,"0"
"03","3003",60104,"0"
"03","3003",60105,"0"
"03","3003",60106,"0"
"03","3003",60109,"0"
"03","3003",60199,""
"03","3003",60200,"1"
"03","3003",60201,"1"
"03","3003",60202,"0"
"03","3003",60203,"0"
"03","3003",60209,"0"
"03","3003",60299,""
"03","3003",60300,"5"
"03","3003",60400,"0"
"03","3003",60900,"0"
"03","3003",70100,"53"
"03","3003",70101,"47"
"03","3003",70102,"5"
"03","3003",70103,"NSS"
"03","3003",70104,"NSS"
"03","3003",70109,"0"
"03","3003",70199,""
"03","3003",70200,"0"
"03","3003",70201,"0"
"03","3003",70202,"0"
"03","3003",70203,"0"
"03","3003",70204,"0"
"03","3003",70205,"0"
"03","3003",70206,"0"
"03","3003",70209,"0"
"03","3003",70299,""
"03","3003",70300,"0"
"03","3003",70400,"1"
"03","3003",70500,"0"
"03","3003",70600,"0"
"03","3003",70900,"0"
"03","3003",80100,"2"
"03","3003",80101,"1"
"03","3003",80102,"0"
"03","3003",80103,"0"
"03","3003",80104,"0"
"03","3003",80105,"0"
"03","3003",80106,"0"
"03","3003",80107,"0"
"03","3003",80109,"1"
"03","3003",80199,""
"03","3003",80200,"0"
"03","3003",80201,"0"
"03","3003",80209,"0"
"03","3003",80299,""
"03","3003",80300,"0"
"03","3003",80400,"0"
"03","3003",80900,"1"
"03","3003",90100,"1"
"03","3003",90200,"3"
"03","3003",90300,"1"
"03","3003",90400,"0"
"03","3003",90500,"0"
"03","3003",90501,"0"
"03","3003",90502,"0"
"03","3003",90503,"0"
"03","3003",90509,"0"
"03","3003",90599,""
"03","3003",90600,"0"
"03","3003",90700,"0"
"03","3003",90701,"0"
"03","3003",90709,"0"
"03","3003",90799,""
"03","3003",90800,"0"
"03","3003",90900,"0"
"03","3003",91000,"0"
"03","3003",91100,"0"
"03","3003",91200,"14"
"03","3003",91300,"0"
"03","3003",91400,"0"
"03","3003",91500,"0"
"03","3003",91600,"0"
"03","3003",91900,"2"
"03","3003",999999,""
"03","3008",10100,"5"
"03","3008",10200,"0"
"03","3008",10300,"0"
"03","3008",10400,"12"
"03","3008",10900,"0"
"03","3008",20100,"0"
"03","3008",20200,"0"
"03","3008",20300,"0"
"03","3008",20400,"0"
"03","3008",20500,"0"
"03","3008",20600,"0"
"03","3008",20601,"0"
"03","3008",20602,"0"
"03","3008",20603,"0"
"03","3008",20604,"0"
"03","3008",20609,"0"
"03","3008",20699,""
"03","3008",20900,"0"
"03","3008",30100,"0"
"03","3008",30200,"NSS"
"03","3008",30300,"0"
"03","3008",30400,"1"
"03","3008",30500,"0"
"03","3008",30600,"0"
"03","3008",30700,"0"
"03","3008",30900,"NSS"
"03","3008",40100,"20"
"03","3008",40101,"NSS"
"03","3008",40102,"3"
"03","3008",40103,"0"
"03","3008",40104,"NSS"
"03","3008",40105,"NSS"
"03","3008",40106,"NSS"
"03","3008",40107,"0"
"03","3008",40108,"NSS"
"03","3008",40109,"NSS"
"03","3008",40110,"0"
"03","3008",40111,"NSS"
"03","3008",40112,"NSS"
"03","3008",40113,"3"
"03","3008",40114,"0"
"03","3008",40115,"NSS"
"03","3008",40116,"NSS"
"03","3008",40119,"NSS"
"03","3008",40199,""
"03","3008",40200,"0"
"03","3008",40300,"2"
"03","3008",40400,"NSS"
"03","3008",40500,"0"
"03","3008",40501,"0"
"03","3008",40509,"0"
"03","3008",40599,""
"03","3008",40600,"7"
"03","3008",40700,"0"
"03","3008",40900,"0"
"03","3008",50100,"1"
"03","3008",50200,"4"
"03","3008",50900,"0"
"03","3008",60100,"0"
"03","3008",60101,"0"
"03","3008",60102,"0"
"03","3008",60103,"0"
"03","3008",60104,"0"
"03","3008",60105,"0"
"03","3008",60106,"0"
"03","3008",60109,"0"
"03","3008",60199,""
"03","3008",60200,"0"
"03","3008",60201,"0"
"03","3008",60202,"0"
"03","3008",60203,"0"
"03","3008",60209,"0"
"03","3008",60299,""
"03","3008",60300,"NSS"
"03","3008",60400,"1"
"03","3008",60900,"0"
"03","3008",70100,"0"
"03","3008",70101,"0"
"03","3008",70102,"0"
"03","3008",70103,"0"
"03","3008",70104,"0"
"03","3008",70109,"0"
"03","3008",70199,""
"03","3008",70200,"0"
"03","3008",70201,"0"
"03","3008",70202,"0"
"03","3008",70203,"0"
"03","3008",70204,"0"
"03","3008",70205,"0"
"03","3008",70206,"0"
"03","3008",70209,"0"
"03","3008",70299,""
"03","3008",70300,"0"
"03","3008",70400,"0"
"03","3008",70500,"0"
"03","3008",70600,"0"
"03","3008",70900,"0"
"03","3008",80100,"0"
"03","3008",80101,"0"
"03","3008",80102,"0"
"03","3008",80103,"0"
"03","3008",80104,"0"
"03","3008",80105,"0"
"03","3008",80106,"0"
"03","3008",80107,"0"
"03","3008",80109,"0"
"03","3008",80199,""
"03","3008",80200,"0"
"03","3008",80201,"0"
"03","3008",80209,"0"
"03","3008",80299,""
"03","3008",80300,"0"
"03","3008",80400,"0"
"03","3008",80900,"2"
"03","3008",90100,"1"
"03","3008",90200,"3"
"03","3008",90300,"1"
"03","3008",90400,"1"
"03","3008",90500,"0"
"03","3008",90501,"0"
"03","3008",90502,"0"
"03","3008",90503,"0"
"03","3008",90509,"0"
"03","3008",90599,""
"03","3008",90600,"0"
"03","3008",90700,"0"
"03","3008",90701,"0"
"03","3008",90709,"0"
"03","3008",90799,""
"03","3008",90800,"0"
"03","3008",90900,"0"
"03","3008",91000,"0"
"03","3008",91100,"0"
"03","3008",91200,"3"
"03","3008",91300,"0"
"03","3008",91400,"0"
"03","3008",91500,"0"
"03","3008",91600,"0"
"03","3008",91900,"4"
"03","3008",999999,""
"03","3009",10100,"0"
"03","3009",10200,"0"
"03","3009",10300,"0"
"03","3009",10400,"0"
"03","3009",10900,"0"
"03","3009",20100,"0"
"03","3009",20200,"0"
"03","3009",20300,"0"
"03","3009",20400,"0"
"03","3009",20500,"0"
"03","3009",20600,"0"
"03","3009",20601,"0"
"03","3009",20602,"0"
"03","3009",20603,"0"
"03","3009",20604,"0"
"03","3009",20609,"0"
"03","3009",20699,""
"03","3009",20900,"0"
"03","3009",30100,"1"
"03","3009",30200,"NSS"
"03","3009",30300,"0"
"03","3009",30400,"0"
"03","3009",30500,"0"
"03","3009",30600,"0"
"03","3009",30700,"0"
"03","3009",30900,"NSS"
"03","3009",40100,"6"
"03","3009",40101,"NSS"
"03","3009",40102,"3"
"03","3009",40103,"0"
"03","3009",40104,"NSS"
"03","3009",40105,"NSS"
"03","3009",40106,"NSS"
"03","3009",40107,"0"
"03","3009",40108,"NSS"
"03","3009",40109,"NSS"
"03","3009",40110,"0"
"03","3009",40111,"NSS"
"03","3009",40112,"NSS"
"03","3009",40113,"0"
"03","3009",40114,"0"
"03","3009",40115,"NSS"
"03","3009",40116,"NSS"
