entidad,ran_ingr,puesextt,puesex1,puesex2,puesex3,puesex4,puesex5,puesex6,puesex7,puesex8,puesex9,puesex10,puesex11,puesex12
"05",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"05",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"05",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"05",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"05",99,"","","","","","","","","","","","",""
"06",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"06",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"06",3,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",4,"59","0","0","19","40","0","0","0","0","0","0","0","0"
"06",5,"75","28","47","0","0","0","0","0","0","0","0","0","0"
"06",6,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",7,"22","0","0","0","0","8","14","0","0","0","0","0","0"
"06",8,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",9,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",10,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",11,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",12,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",13,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",14,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",15,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",16,"NSS","0","0","0","0","0","0","0","0","NSS","NSS","0","0"
"06",99,"","","","","","","","","","61","129","",""
"07",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",2,"84","26","42","0","0","0","0","0","0","5","11","0","0"
"07",3,"76","6","7","0","0","0","0","0","0","15","48","0","0"
"07",4,"821","10","13","0","0","0","0","0","0","297","497","4","0"
"07",5,"73","9","19","0","0","0","0","0","0","13","32","0","0"
"07",6,"305","59","70","64","94","0","0","0","1","9","8","0","0"
"07",7,"75","5","4","0","0","15","39","2","2","6","2","0","0"
"07",8,"70","0","0","0","0","36","34","0","0","0","0","0","0"
"07",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"07",99,"","","","","","","","","","","","",""
"08",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"08",2,"70","0","0","0","0","0","0","1","1","37","31","0","0"
"08",3,"709","0","0","2","1","0","0","0","1","145","560","0","0"
"08",4,"162","0","0","0","0","0","0","1","4","51","106","0","0"
"08",5,"54","0","0","14","19","0","0","4","6","4","7","0","0"
"08",6,"179","0","0","50","66","0","0","10","5","29","19","0","0"
"08",7,"192","1","0","10","2","14","37","57","63","4","4","0","0"
"08",8,"320","18","24","0","1","78","176","4","7","7","5","0","0"
"08",9,"6","0","0","0","0","0","2","0","0","0","4","0","0"
"08",10,"2","0","0","0","0","0","0","0","0","2","0","0","0"
"08",11,"1","0","0","0","1","0","0","0","0","0","0","0","0"
"08",12,"3","0","0","0","0","0","0","0","0","1","2","0","0"
"08",13,"1","0","0","0","0","1","0","0","0","0","0","0","0"
"08",14,"131","15","12","0","0","49","49","0","0","4","2","0","0"
"08",15,"1","0","0","0","0","0","0","0","0","1","0","0","0"
"08",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"08",99,"","","","","","","","","","","","",""
"09",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"09",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"09",3,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"09",4,"4191","0","0","0","0","0","0","216","421","1461","2093","0","0"
"09",5,"5","0","0","0","0","0","0","0","0","3","2","0","0"
"09",6,"531","0","0","0","0","161","236","46","84","2","2","0","0"
"09",7,"122","0","0","0","0","0","0","50","70","0","2","0","0"
"09",8,"463","0","0","286","177","0","0","0","0","0","0","0","0"
"09",9,"51","0","0","0","0","0","0","19","29","1","2","0","0"
"09",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"09",11,"621","230","361","0","0","0","0","7","23","0","0","0","0"
"09",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"09",13,"358","9","16","0","0","159","174","0","0","0","0","0","0"
"09",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"09",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"09",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"09",99,"","","","","","","","","","","","",""
"10",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",2,"6","0","0","0","0","0","0","0","0","0","6","0","0"
"10",3,"108","0","0","0","0","0","0","0","0","32","76","0","0"
"10",4,"274","0","0","45","43","0","0","0","0","11","175","0","0"
"10",5,"15","2","1","2","3","1","1","0","0","1","4","0","0"
"10",6,"9","2","3","0","0","1","2","0","0","1","0","0","0"
"10",7,"130","30","56","0","0","8","34","0","0","2","0","0","0"
"10",8,"3","1","0","0","0","0","1","0","0","1","0","0","0"
"10",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10",99,"","","","","","","","","","","","",""
"11",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",2,"1585","0","0","0","0","0","0","0","0","392","1193","0","0"
"11",3,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",4,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",5,"332","20","38","83","180","0","0","0","0","6","5","0","0"
"11",6,"263","96","156","0","0","0","0","0","0","7","4","0","0"
"11",7,"66","0","0","0","0","0","0","0","0","1","1","25","39"
"11",8,"13","0","4","0","0","0","0","0","0","4","5","0","0"
"11",9,"116","40","62","0","0","0","0","0","0","1","3","7","3"
"11",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",14,"1","0","0","0","0","0","0","0","0","0","0","0","1"
"11",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11",99,"","","","","","","","","","","","",""
"12",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"12",2,"16","0","0","0","1","0","0","0","0","5","10","0","0"
"12",3,"371","0","1","2","2","1","0","0","0","107","258","0","0"
"12",4,"540","31","48","23","40","0","0","0","0","63","335","0","0"
"12",5,"42","0","2","0","0","0","0","0","0","13","27","0","0"
"12",6,"23","0","0","0","0","4","12","0","1","4","2","0","0"
"12",7,"232","70","92","5","8","0","0","2","17","19","19","0","0"
"12",8,"2","0","0","0","0","1","1","0","0","0","0","0","0"
"12",9,"86","3","3","0","0","36","41","0","0","2","1","0","0"
"12",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"12",11,"3","0","0","0","0","0","0","0","0","3","0","0","0"
"12",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"12",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"12",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"12",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"12",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"12",99,"","","","","","","","","","","","",""
"13",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",2,"258","0","0","0","0","0","0","0","0","85","173","0","0"
"13",3,"455","0","0","0","0","0","0","8","23","73","351","0","0"
"13",4,"84","0","0","0","0","0","0","12","46","12","14","0","0"
"13",5,"243","24","65","30","57","20","23","1","9","7","7","0","0"
"13",6,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",7,"6","0","0","0","0","0","0","0","0","1","5","0","0"
"13",8,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13",99,"","","","","","","","","","","","",""
"14",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"14",2,"49","5","1","3","3","0","0","5","4","16","12","0","0"
"14",3,"316","0","0","0","0","41","47","13","81","57","77","0","0"
"14",4,"1045","10","11","35","55","22","30","179","527","103","73","0","0"
"14",5,"317","12","7","2","5","0","0","25","49","139","78","0","0"
"14",6,"213","96","96","0","1","0","0","9","5","6","0","0","0"
"14",7,"151","62","37","1","0","0","0","3","3","27","18","0","0"
"14",8,"13","7","4","0","0","0","0","2","0","0","0","0","0"
"14",9,"10","0","9","0","0","0","0","0","1","0","0","0","0"
"14",10,"16","0","2","0","0","0","0","0","0","11","3","0","0"
"14",11,"2","0","0","0","0","0","0","0","0","2","0","0","0"
"14",12,"1","0","1","0","0","0","0","0","0","0","0","0","0"
"14",13,"51","25","25","0","0","0","0","0","0","0","1","0","0"
"14",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"14",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"14",16,"1","1","0","0","0","0","0","0","0","0","0","0","0"
"14",99,"","","","","","","","","","","","",""
"15",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",3,"271","0","0","0","0","0","0","0","0","162","109","0","0"
"15",4,"2141","0","0","0","0","0","0","521","1311","210","99","0","0"
"15",5,"605","16","26","0","0","0","0","192","320","3","48","0","0"
"15",6,"444","160","265","0","0","0","0","0","0","8","11","0","0"
"15",7,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",8,"156","19","35","0","0","38","64","0","0","0","0","0","0"
"15",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15",99,"","","","","","","","","","","","",""
"16",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"16",2,"24","0","1","3","10","0","0","6","4","0","0","0","0"
"16",3,"105","17","51","4","9","0","0","7","12","2","3","0","0"
"16",4,"588","0","18","13","8","1","1","134","318","44","51","0","0"
"16",5,"359","4","9","81","139","5","4","25","59","15","18","0","0"
"16",6,"21","1","2","0","0","1","1","0","0","7","9","0","0"
"16",7,"303","70","84","0","0","43","78","0","0","11","17","0","0"
"16",8,"37","17","10","0","0","2","7","0","0","0","1","0","0"
"16",9,"1","0","1","0","0","0","0","0","0","0","0","0","0"
"16",10,"113","6","14","0","0","22","67","0","0","2","2","0","0"
"16",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"16",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"16",13,"5","0","0","0","0","0","0","0","0","2","3","0","0"
"16",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"16",15,"1","0","0","0","0","0","0","0","0","0","1","0","0"
"16",16,"1","0","0","0","0","0","0","0","0","0","1","0","0"
"16",99,"","","","","","","","","","","","",""
"17",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",3,"752","0","0","0","0","0","0","0","0","266","486","0","0"
"17",4,"129","0","0","45","80","0","0","0","0","2","2","0","0"
"17",5,"29","8","21","0","0","0","0","0","0","0","0","0","0"
"17",6,"242","49","131","0","0","21","37","0","0","3","1","0","0"
"17",7,"1","0","0","0","0","0","0","0","0","0","1","0","0"
"17",8,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",9,"1","0","0","0","0","0","0","0","0","1","0","0","0"
"17",10,"3","0","0","0","0","0","0","0","0","0","3","0","0"
"17",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17",99,"","","","","","","","","","","","",""
"18",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"18",2,"4","0","0","0","0","0","0","0","0","2","2","0","0"
"18",3,"47","0","0","0","0","0","0","0","0","16","31","0","0"
"18",4,"138","0","0","0","2","0","0","0","0","20","116","0","0"
"18",5,"127","0","0","3","12","0","0","3","4","15","90","0","0"
"18",6,"108","0","0","11","71","0","0","5","8","0","13","0","0"
"18",7,"137","34","74","3","18","0","0","2","5","0","1","0","0"
"18",8,"55","0","1","0","1","26","25","1","1","0","0","0","0"
"18",9,"11","4","3","0","0","0","0","2","1","0","1","0","0"
"18",10,"6","0","0","0","0","2","3","0","1","0","0","0","0"
"18",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"18",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"18",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"18",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"18",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"18",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"18",99,"","","","","","","","","","","","",""
"19",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",3,"127","0","0","0","0","0","0","0","0","56","71","0","0"
"19",4,"392","0","0","0","0","0","0","116","188","15","73","0","0"
"19",5,"80","0","0","0","0","0","0","22","43","0","15","0","0"
"19",6,"22","0","0","14","7","0","0","1","0","0","0","0","0"
"19",7,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",8,"27","12","15","0","0","0","0","0","0","0","0","0","0"
"19",9,"181","81","100","0","0","0","0","0","0","0","0","0","0"
"19",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",11,"136","71","65","0","0","0","0","0","0","0","0","0","0"
"19",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19",99,"","","","","","","","","","","","",""
"20",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",3,"403","0","0","29","57","0","0","0","0","134","183","0","0"
"20",4,"709","0","0","38","44","0","0","0","0","262","365","0","0"
"20",5,"323","82","90","0","2","4","4","11","15","40","75","0","0"
"20",6,"66","0","0","0","0","12","54","0","0","0","0","0","0"
"20",7,"2","0","0","0","0","0","0","0","0","1","1","0","0"
"20",8,"16","9","7","0","0","0","0","0","0","0","0","0","0"
"20",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20",99,"","","","","","","","","","","","",""
"21",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",2,"105","0","0","2","3","0","1","0","0","35","64","0","0"
"21",3,"187","1","2","16","14","0","2","0","0","53","99","0","0"
"21",4,"397","6","3","24","17","8","8","0","0","92","239","0","0"
"21",5,"385","8","4","31","24","4","5","0","0","60","249","0","0"
"21",6,"232","38","75","0","0","33","69","0","0","8","9","0","0"
"21",7,"3","0","1","0","0","0","1","0","0","1","0","0","0"
"21",8,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21",99,"","","","","","","","","","","","",""
"22",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"22",2,"9","0","0","0","0","0","1","2","6","0","0","0","0"
"22",3,"91","2","4","2","4","0","2","9","34","24","10","0","0"
"22",4,"497","3","8","2","7","0","6","131","335","4","1","0","0"
"22",5,"17","0","4","5","2","3","0","0","2","1","0","0","0"
"22",6,"71","0","0","25","43","0","0","0","3","0","0","0","0"
"22",7,"102","0","0","0","0","22","62","5","13","0","0","0","0"
"22",8,"64","11","49","0","0","0","0","1","3","0","0","0","0"
"22",9,"60","0","0","0","0","10","50","0","0","0","0","0","0"
"22",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"22",11,"1","0","0","0","0","0","0","0","1","0","0","0","0"
"22",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"22",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"22",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"22",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"22",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"22",99,"","","","","","","","","","","","",""
"23",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"23",2,"35","0","0","0","0","0","0","0","0","14","21","0","0"
"23",3,"133","0","1","0","0","0","0","0","1","40","91","0","0"
"23",4,"275","31","85","0","0","0","0","6","7","11","135","0","0"
"23",5,"187","13","20","35","52","5","11","13","32","2","4","0","0"
"23",6,"108","23","34","0","0","16","22","5","5","3","0","0","0"
"23",7,"52","5","8","0","0","16","23","0","0","0","0","0","0"
"23",8,"23","0","0","0","0","0","0","12","10","1","0","0","0"
"23",9,"8","3","5","0","0","0","0","0","0","0","0","0","0"
"23",10,"1","1","0","0","0","0","0","0","0","0","0","0","0"
"23",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"23",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"23",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"23",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"23",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"23",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"23",99,"","","","","","","","","","","","",""
"24",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"24",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"24",3,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"24",4,"10","0","0","0","0","0","0","0","0","5","5","0","0"
"24",5,"150","0","0","0","0","0","0","0","0","81","69","0","0"
"24",6,"531","0","0","0","0","0","0","0","0","76","455","0","0"
"24",7,"30","0","0","0","0","0","0","0","0","6","24","0","0"
"24",8,"20","6","10","2","0","0","0","0","0","0","2","0","0"
"24",9,"49","0","0","0","0","0","0","17","32","0","0","0","0"
"24",10,"294","0","0","52","49","64","127","0","0","1","1","0","0"
"24",11,"1","0","0","0","0","0","0","0","0","0","1","0","0"
"24",12,"80","43","33","0","0","0","0","0","0","3","1","0","0"
"24",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"24",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"24",15,"1","0","0","0","0","0","0","0","0","0","1","0","0"
"24",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"24",99,"","","","","","","","","","","","",""
"25",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"25",2,"4","0","0","0","0","0","0","0","0","1","3","0","0"
"25",3,"348","0","0","0","0","0","0","0","0","62","286","0","0"
"25",4,"254","0","0","6","3","0","0","0","0","59","186","0","0"
"25",5,"417","52","67","73","106","23","34","0","0","14","48","0","0"
"25",6,"32","0","0","0","0","14","8","0","0","6","4","0","0"
"25",7,"33","0","0","0","0","9","20","0","0","3","1","0","0"
"25",8,"1","0","0","0","0","0","0","0","0","1","0","0","0"
"25",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"25",10,"4","0","0","0","0","0","0","0","0","2","2","0","0"
"25",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"25",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"25",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"25",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"25",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"25",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
