entidad,ran_ingr,puesextt,puesex1,puesex2,puesex3,puesex4,puesex5,puesex6,puesex7,puesex8,puesex9,puesex10,puesex11,puesex12
"25",99,"","","","","","","","","","","","",""
"26",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",3,"289","0","0","0","0","0","0","0","0","103","186","0","0"
"26",4,"274","0","0","0","0","0","0","0","0","76","198","0","0"
"26",5,"352","0","0","55","98","0","0","0","0","45","154","0","0"
"26",6,"356","100","151","25","26","6","10","0","0","6","32","0","0"
"26",7,"70","3","14","3","13","8","19","0","0","5","5","0","0"
"26",8,"28","1","3","0","0","3","14","0","0","5","2","0","0"
"26",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26",99,"","","","","","","","","","","","",""
"27",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",3,"685","0","0","10","21","0","0","7","13","147","487","0","0"
"27",4,"200","10","44","35","105","0","0","3","3","0","0","0","0"
"27",5,"244","46","96","0","0","10","18","17","57","0","0","0","0"
"27",6,"25","0","0","0","0","3","17","0","5","0","0","0","0"
"27",7,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",8,"1","0","0","0","0","0","0","1","0","0","0","0","0"
"27",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",13,"2","0","0","0","0","0","0","0","2","0","0","0","0"
"27",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27",99,"","","","","","","","","","","","",""
"28",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",3,"199","0","0","0","0","0","0","0","0","77","122","0","0"
"28",4,"397","5","9","0","0","9","35","36","34","55","214","0","0"
"28",5,"152","36","37","1","3","3","14","5","8","16","29","0","0"
"28",6,"76","0","2","0","0","24","35","8","4","1","2","0","0"
"28",7,"19","8","9","0","0","0","0","1","1","0","0","0","0"
"28",8,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",11,"1","1","0","0","0","0","0","0","0","0","0","0","0"
"28",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28",16,"1","1","0","0","0","0","0","0","0","0","0","0","0"
"28",99,"","","","","","","","","","","","",""
"29",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",2,"73","0","0","0","0","0","0","0","0","21","52","0","0"
"29",3,"271","20","25","22","26","0","0","12","25","31","110","0","0"
"29",4,"79","0","0","0","0","9","20","9","21","2","18","0","0"
"29",5,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",6,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",7,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",8,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29",99,"","","","","","","","","","","","",""
"30",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"30",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"30",3,"14","0","1","0","0","0","0","5","5","0","3","0","0"
"30",4,"1006","61","134","3","1","1","1","233","500","34","38","0","0"
"30",5,"404","1","1","31","15","0","0","85","213","32","26","0","0"
"30",6,"110","17","32","6","13","10","17","8","7","0","0","0","0"
"30",7,"76","9","14","0","0","18","30","2","1","2","0","0","0"
"30",8,"82","0","0","0","0","33","46","1","2","0","0","0","0"
"30",9,"10","5","5","0","0","0","0","0","0","0","0","0","0"
"30",10,"1","1","0","0","0","0","0","0","0","0","0","0","0"
"30",11,"1","0","0","0","0","0","0","0","0","1","0","0","0"
"30",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"30",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"30",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"30",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"30",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"30",99,"","","","","","","","","","","","",""
"31",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",3,"60","0","0","0","0","0","0","0","0","43","17","0","0"
"31",4,"271","0","0","0","0","0","0","78","181","6","6","0","0"
"31",5,"17","0","0","4","8","0","0","0","0","5","0","0","0"
"31",6,"41","0","0","22","19","0","0","0","0","0","0","0","0"
"31",7,"89","0","0","0","0","22","52","4","11","0","0","0","0"
"31",8,"125","16","35","0","0","19","42","1","3","1","8","0","0"
"31",9,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",10,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31",99,"","","","","","","","","","","","",""
"32",1,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",2,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",3,"76","0","0","0","0","0","0","0","0","40","36","0","0"
"32",4,"326","0","0","0","0","0","0","70","236","18","2","0","0"
"32",5,"126","0","0","20","24","14","35","4","12","10","7","0","0"
"32",6,"126","14","30","0","0","15","37","12","15","2","1","0","0"
"32",7,"6","0","0","0","0","0","0","1","2","2","1","0","0"
"32",8,"9","0","0","0","0","0","0","0","0","6","3","0","0"
"32",9,"3","0","0","0","0","0","0","0","0","1","2","0","0"
"32",10,"5","3","1","0","0","0","0","0","0","0","1","0","0"
"32",11,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",12,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",13,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",14,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",15,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",16,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32",99,"","","","","","","","","","","","",""
