entidad,delitos,caupintt,caupin1,caupin2,caupin3,caupin4,caupin5,caupin6
"06",70204,"0","0","0","","0","0",""
"06",70205,"0","0","0","","0","0",""
"06",70206,"0","0","0","","0","0",""
"06",70209,"0","0","0","","0","0",""
"06",70299,"","","","","","",""
"06",70300,"0","0","0","","0","0",""
"06",70400,"1","1","0","","0","0",""
"06",70500,"0","0","0","","0","0",""
"06",70600,"0","0","0","","0","0",""
"06",70900,"0","0","0","","0","0",""
"06",80100,"1","1","0","","0","0",""
"06",80101,"1","1","0","","0","0",""
"06",80102,"0","0","0","","0","0",""
"06",80103,"0","0","0","","0","0",""
"06",80104,"0","0","0","","0","0",""
"06",80105,"0","0","0","","0","0",""
"06",80106,"0","0","0","","0","0",""
"06",80107,"0","0","0","","0","0",""
"06",80109,"0","0","0","","0","0",""
"06",80199,"","","","","","",""
"06",80200,"0","0","0","","0","0",""
"06",80201,"0","0","0","","0","0",""
"06",80209,"0","0","0","","0","0",""
"06",80299,"","","","","","",""
"06",80300,"0","0","0","","0","0",""
"06",80400,"0","0","0","","0","0",""
"06",80900,"4","4","0","","0","0",""
"06",90100,"20","19","NSS","1","0","0",""
"06",90200,"2","2","0","","0","0",""
"06",90300,"2","2","0","","0","0",""
"06",90400,"5","5","0","","0","0",""
"06",90500,"0","0","0","","0","0",""
"06",90501,"0","0","0","","0","0",""
"06",90502,"0","0","0","","0","0",""
"06",90503,"0","0","0","","0","0",""
"06",90509,"0","0","0","","0","0",""
"06",90599,"","","","","","",""
"06",90600,"0","0","0","","0","0",""
"06",90700,"0","0","0","","0","0",""
"06",90701,"0","0","0","","0","0",""
"06",90709,"0","0","0","","0","0",""
"06",90799,"","","","","","",""
"06",90800,"0","0","0","","0","0",""
"06",90900,"0","0","0","","0","0",""
"06",91000,"0","0","0","","0","0",""
"06",91100,"0","0","0","","0","0",""
"06",91200,"1","1","0","","0","0",""
"06",91300,"0","0","0","","0","0",""
"06",91400,"0","0","0","","0","0",""
"06",91500,"0","0","0","","0","0",""
"06",91600,"0","0","0","","0","0",""
"06",91900,"11","11","0","","0","0",""
"06",999999,"","","","","","",""
"07",10100,"157","58","11","3","64","17","4"
"07",10200,"5","1","0","","2","2",""
"07",10300,"0","0","0","","0","0",""
"07",10400,"87","46","1","","37","1","2"
"07",10900,"0","0","0","","0","0",""
"07",20100,"11","8","NSS","2","NSS","NSS","1"
"07",20200,"1","1","0","","0","0",""
"07",20300,"8","1","0","","6","NSS","1"
"07",20400,"2","2","0","","0","0",""
"07",20500,"0","0","0","","0","0",""
"07",20600,"31","11","1","","17","NSS","2"
"07",20601,"NSS","NSS","NSS","","NSS","NSS",""
"07",20602,"1","1","0","","NSS","NSS",""
"07",20603,"NSS","NSS","NSS","","NSS","NSS",""
"07",20604,"1","NSS","NSS","","1","0",""
"07",20609,"NSS","NSS","NSS","","NSS","NSS",""
"07",20699,"29","10","1","","16","","2"
"07",20900,"1","1","0","","0","0",""
"07",30100,"33","13","NSS","2","15","NSS","3"
"07",30200,"0","0","0","","0","0",""
"07",30300,"2","0","0","","2","0",""
"07",30400,"75","43","5","1","22","1","3"
"07",30500,"28","7","0","","18","2","1"
"07",30600,"8","5","NSS","2","1","0",""
"07",30700,"0","0","0","","0","0",""
"07",30900,"2","1","0","","1","0",""
"07",40100,"445","144","NSS","7","253","14","27"
"07",40101,"NSS","NSS","NSS","","NSS","NSS",""
"07",40102,"32","9","0","","19","NSS","4"
"07",40103,"16","5","0","","10","1",""
"07",40104,"5","1","NSS","1","3","0",""
"07",40105,"31","4","0","","25","NSS","2"
"07",40106,"8","1","0","","6","NSS","1"
"07",40107,"4","1","0","","3","0",""
"07",40108,"1","NSS","NSS","","1","0",""
"07",40109,"3","2","0","","1","0",""
"07",40110,"1","NSS","NSS","","1","0",""
"07",40111,"1","NSS","NSS","","1","0",""
"07",40112,"5","5","0","","NSS","NSS",""
"07",40113,"35","8","NSS","1","19","5","2"
"07",40114,"41","27","NSS","1","11","1","1"
"07",40115,"NSS","NSS","NSS","","NSS","NSS",""
"07",40116,"NSS","NSS","NSS","","NSS","NSS",""
"07",40119,"NSS","NSS","NSS","","NSS","NSS",""
"07",40199,"262","81","","4","153","7","17"
"07",40200,"0","0","0","","0","0",""
"07",40300,"83","56","1","7","16","NSS","3"
"07",40400,"30","20","NSS","3","6","NSS","1"
"07",40500,"9","4","NSS","1","3","NSS","1"
"07",40501,"NSS","NSS","NSS","","NSS","NSS",""
"07",40509,"NSS","NSS","NSS","","NSS","NSS",""
"07",40599,"9","4","","1","3","","1"
"07",40600,"80","20","NSS","1","49","NSS","10"
"07",40700,"80","58","NSS","10","10","NSS","2"
"07",40900,"4","2","0","","1","NSS","1"
"07",50100,"52","31","NSS","1","16","NSS","4"
"07",50200,"291","244","NSS","12","30","NSS","5"
"07",50900,"1","0","0","","1","0",""
"07",60100,"15","9","NSS","3","3","0",""
"07",60101,"5","4","0","","1","0",""
"07",60102,"0","0","0","","0","0",""
"07",60103,"0","0","0","","0","0",""
"07",60104,"8","4","NSS","3","1","0",""
"07",60105,"0","0","0","","0","0",""
"07",60106,"0","0","0","","0","0",""
"07",60109,"2","1","0","","1","0",""
"07",60199,"","","","","","",""
"07",60200,"7","4","NSS","1","1","NSS","1"
"07",60201,"1","NSS","NSS","","NSS","NSS","1"
"07",60202,"NSS","NSS","NSS","","NSS","NSS",""
"07",60203,"NSS","NSS","NSS","","NSS","NSS",""
"07",60209,"NSS","NSS","NSS","","NSS","NSS",""
"07",60299,"6","4","","1","1","",""
"07",60300,"3","0","0","","3","0",""
"07",60400,"2","0","0","","2","0",""
"07",60900,"0","0","0","","0","0",""
"07",70100,"111","30","NSS","1","69","NSS","11"
"07",70101,"5","1","0","","4","0",""
"07",70102,"19","NSS","NSS","","18","NSS","1"
"07",70103,"5","NSS","0","","5","0",""
"07",70104,"NSS","NSS","NSS","","NSS","NSS",""
"07",70109,"1","NSS","0","","1","0",""
"07",70199,"81","29","","1","41","","10"
"07",70200,"0","0","0","","0","0",""
"07",70201,"0","0","0","","0","0",""
"07",70202,"0","0","0","","0","0",""
"07",70203,"0","0","0","","0","0",""
"07",70204,"0","0","0","","0","0",""
"07",70205,"0","0","0","","0","0",""
"07",70206,"0","0","0","","0","0",""
"07",70209,"0","0","0","","0","0",""
"07",70299,"","","","","","",""
"07",70300,"2","1","0","","1","0",""
"07",70400,"8","6","NSS","1","1","0",""
"07",70500,"0","0","0","","0","0",""
"07",70600,"0","0","0","","0","0",""
"07",70900,"78","63","0","","11","1","3"
"07",80100,"34","29","NSS","3","2","0",""
"07",80101,"34","29","NSS","3","2","0",""
"07",80102,"0","0","0","","0","0",""
"07",80103,"0","0","0","","0","0",""
"07",80104,"0","0","0","","0","0",""
"07",80105,"0","0","0","","0","0",""
"07",80106,"0","0","0","","0","0",""
"07",80107,"0","0","0","","0","0",""
"07",80109,"0","0","0","","0","0",""
"07",80199,"","","","","","",""
"07",80200,"0","0","0","","0","0",""
"07",80201,"0","0","0","","0","0",""
"07",80209,"0","0","0","","0","0",""
"07",80299,"","","","","","",""
"07",80300,"0","0","0","","0","0",""
"07",80400,"2","1","NSS","1","0","0",""
"07",80900,"14","11","NSS","3","0","0",""
"07",90100,"6","5","NSS","1","0","0",""
"07",90200,"6","4","NSS","1","1","0",""
"07",90300,"4","4","0","","0","0",""
"07",90400,"1","0","0","","1","0",""
"07",90500,"3","2","0","","1","0",""
"07",90501,"NSS","NSS","0","","NSS","0",""
"07",90502,"NSS","NSS","0","","NSS","0",""
"07",90503,"NSS","NSS","0","","NSS","0",""
"07",90509,"NSS","NSS","0","","NSS","0",""
"07",90599,"3","2","","","1","",""
"07",90600,"0","0","0","","0","0",""
"07",90700,"0","0","0","","0","0",""
"07",90701,"0","0","0","","0","0",""
"07",90709,"0","0","0","","0","0",""
"07",90799,"","","","","","",""
"07",90800,"0","0","0","","0","0",""
"07",90900,"0","0","0","","0","0",""
"07",91000,"0","0","0","","0","0",""
"07",91100,"0","0","0","","0","0",""
"07",91200,"7","3","0","","3","NSS","1"
"07",91300,"0","0","0","","0","0",""
"07",91400,"0","0","0","","0","0",""
"07",91500,"0","0","0","","0","0",""
"07",91600,"0","0","0","","0","0",""
"07",91900,"221","67","NSS","2","122","NSS","30"
"07",999999,"","","","","","",""
"08",10100,"410","NSS","NSS","11","329","70",""
"08",10200,"NA","NA","NA","","NA","NA",""
"08",10300,"3","0","0","","3","0",""
"08",10400,"557","0","0","","557","0",""
"08",10900,"0","0","0","","0","0",""
"08",20100,"32","0","0","","32","0",""
"08",20200,"1","0","0","","1","0",""
"08",20300,"36","0","0","","36","0",""
"08",20400,"NA","NA","NA","","NA","NA",""
"08",20500,"0","0","0","","0","0",""
"08",20600,"45","0","0","","45","0",""
"08",20601,"0","0","0","","0","0",""
"08",20602,"20","0","0","","20","0",""
"08",20603,"0","0","0","","0","0",""
"08",20604,"24","0","0","","24","0",""
"08",20609,"1","0","0","","1","0",""
"08",20699,"","","","","","",""
"08",20900,"1","0","0","","1","0",""
"08",30100,"277","0","0","","277","0",""
"08",30200,"0","0","0","","0","0",""
"08",30300,"5","0","0","","5","0",""
"08",30400,"364","NSS","NSS","8","344","12",""
"08",30500,"0","0","0","","0","0",""
"08",30600,"3","0","0","","3","0",""
"08",30700,"0","0","0","","0","0",""
"08",30900,"0","0","0","","0","0",""
"08",40100,"1824","NSS","NSS","5","1633","186",""
"08",40101,"164","0","0","","160","4",""
"08",40102,"0","0","0","","0","0",""
"08",40103,"93","0","0","","83","10",""
"08",40104,"0","0","0","","0","0",""
"08",40105,"0","0","0","","0","0",""
"08",40106,"0","0","0","","0","0",""
"08",40107,"0","0","0","","0","0",""
"08",40108,"0","0","0","","0","0",""
"08",40109,"0","0","0","","0","0",""
"08",40110,"0","0","0","","0","0",""
"08",40111,"0","0","0","","0","0",""
"08",40112,"0","0","0","","0","0",""
"08",40113,"0","0","0","","0","0",""
"08",40114,"21","0","0","","21","0",""
"08",40115,"0","0","0","","0","0",""
"08",40116,"0","0","0","","0","0",""
"08",40119,"1546","NSS","NSS","5","1369","172",""
"08",40199,"","","","","","",""
"08",40200,"0","0","0","","0","0",""
"08",40300,"345","NSS","NSS","1","344","0",""
"08",40400,"89","0","0","","89","0",""
"08",40500,"40","0","0","","40","0",""
"08",40501,"40","0","0","","40","0",""
"08",40509,"0","0","0","","0","0",""
"08",40599,"","","","","","",""
"08",40600,"785","0","0","","785","0",""
"08",40700,"96","0","0","","92","4",""
"08",40900,"164","0","0","","164","0",""
"08",50100,"1328","0","0","","1328","0",""
"08",50200,"722","0","0","","722","0",""
"08",50900,"0","0","0","","0","0",""
"08",60100,"15","0","0","","15","0",""
"08",60101,"15","0","0","","15","0",""
"08",60102,"0","0","0","","0","0",""
"08",60103,"0","0","0","","0","0",""
"08",60104,"0","0","0","","0","0",""
"08",60105,"0","0","0","","0","0",""
"08",60106,"0","0","0","","0","0",""
"08",60109,"0","0","0","","0","0",""
"08",60199,"","","","","","",""
"08",60200,"4","0","0","","4","0",""
"08",60201,"4","0","0","","4","0",""
"08",60202,"0","0","0","","0","0",""
"08",60203,"0","0","0","","0","0",""
"08",60209,"0","0","0","","0","0",""
"08",60299,"","","","","","",""
"08",60300,"0","0","0","","0","0",""
"08",60400,"0","0","0","","0","0",""
"08",60900,"17","NSS","NSS","17","0","0",""
"08",70100,"1923","0","0","","1923","0",""
"08",70101,"1590","0","0","","1590","0",""
"08",70102,"325","0","0","","325","0",""
"08",70103,"0","0","0","","0","0",""
"08",70104,"0","0","0","","0","0",""
"08",70109,"8","0","0","","8","0",""
"08",70199,"","","","","","",""
"08",70200,"0","0","0","","0","0",""
"08",70201,"0","0","0","","0","0",""
"08",70202,"0","0","0","","0","0",""
"08",70203,"0","0","0","","0","0",""
"08",70204,"0","0","0","","0","0",""
"08",70205,"0","0","0","","0","0",""
"08",70206,"0","0","0","","0","0",""
"08",70209,"0","0","0","","0","0",""
"08",70299,"","","","","","",""
"08",70300,"1","0","0","","1","0",""
"08",70400,"16","0","0","","16","0",""
"08",70500,"1","0","0","","1","0",""
"08",70600,"0","0","0","","0","0",""
"08",70900,"4","0","0","","4","0",""
"08",80100,"22","0","0","","22","0",""
"08",80101,"0","0","0","","0","0",""
"08",80102,"6","0","0","","6","0",""
"08",80103,"2","0","0","","2","0",""
"08",80104,"1","0","0","","1","0",""
"08",80105,"10","0","0","","10","0",""
"08",80106,"2","0","0","","2","0",""
"08",80107,"0","0","0","","0","0",""
"08",80109,"1","0","0","","1","0",""
"08",80199,"","","","","","",""
"08",80200,"0","0","0","","0","0",""
"08",80201,"0","0","0","","0","0",""
"08",80209,"0","0","0","","0","0",""
"08",80299,"","","","","","",""
"08",80300,"0","0","0","","0","0",""
"08",80400,"0","0","0","","0","0",""
"08",80900,"14","0","0","","14","0",""
"08",90100,"62","0","0","","62","0",""
"08",90200,"9","0","0","","9","0",""
"08",90300,"35","0","0","","35","0",""
"08",90400,"18","0","0","","18","0",""
"08",90500,"4","0","0","","4","0",""
"08",90501,"0","0","0","","0","0",""
"08",90502,"0","0","0","","0","0",""
"08",90503,"0","0","0","","0","0",""
"08",90509,"4","0","0","","4","0",""
"08",90599,"","","","","","",""
"08",90600,"0","0","0","","0","0",""
"08",90700,"0","0","0","","0","0",""
"08",90701,"0","0","0","","0","0",""
"08",90709,"0","0","0","","0","0",""
"08",90799,"","","","","","",""
"08",90800,"0","0","0","","0","0",""
"08",90900,"0","0","0","","0","0",""
"08",91000,"0","0","0","","0","0",""
"08",91100,"0","0","0","","0","0",""
"08",91200,"2","0","0","","2","0",""
"08",91300,"0","0","0","","0","0",""
"08",91400,"1","0","0","","1","0",""
"08",91500,"0","0","0","","0","0",""
"08",91600,"0","0","0","","0","0",""
"08",91900,"87","0","0","","87","0",""
"08",999999,"","","","","","",""
"09",10100,"757","337","117","","265","38",""
"09",10200,"28","18","1","","9","0",""
"09",10300,"6","6","0","","0","0",""
"09",10400,"747","470","1","","276","0",""
"09",10900,"0","0","0","","0","0",""
"09",20100,"33","25","0","","8","0",""
"09",20200,"0","0","0","","0","0",""
"09",20300,"39","21","0","","17","1",""
"09",20400,"NA","NA","NA","","NA","NA",""
"09",20500,"0","0","0","","0","0",""
"09",20600,"199","133","0","","66","0",""
"09",20601,"0","0","0","","0","0",""
"09",20602,"0","0","0","","0","0",""
"09",20603,"1","0","0","","1","0",""
"09",20604,"74","43","0","","31","0",""
"09",20609,"124","90","0","","34","0",""
"09",20699,"","","","","","",""
"09",20900,"0","0","0","","0","0",""
"09",30100,"260","168","0","","92","0",""
"09",30200,"0","0","0","","0","0",""
"09",30300,"0","0","0","","0","0",""
"09",30400,"71","49","0","","21","1",""
"09",30500,"27","16","1","","10","0",""
"09",30600,"0","0","0","","0","0",""
"09",30700,"0","0","0","","0","0",""
"09",30900,"0","0","0","","0","0",""
"09",40100,"7901","3768","89","","4006","38",""
"09",40101,"1558","476","17","","1053","12",""
"09",40102,"454","308","5","","140","1",""
"09",40103,"579","328","25","","218","8",""
"09",40104,"369","235","3","","128","3",""
"09",40105,"2153","1330","14","","803","6",""
"09",40106,"47","39","0","","8","0",""
"09",40107,"101","59","16","","23","3",""
"09",40108,"41","24","0","","16","1",""
"09",40109,"34","29","0","","5","0",""
"09",40110,"501","330","1","","170","0",""
"09",40111,"142","86","4","","51","1",""
"09",40112,"5","4","0","","1","0",""
"09",40113,"1861","472","4","","1382","3",""
"09",40114,"1","1","0","","0","0",""
"09",40115,"0","0","0","","0","0",""
"09",40116,"5","5","0","","0","0",""
"09",40119,"50","42","0","","8","0",""
"09",40199,"","","","","","",""
"09",40200,"NA","NA","NA","","NA","NA",""
"09",40300,"322","283","8","","30","1",""
"09",40400,"47","45","0","","2","0",""
"09",40500,"137","121","5","","11","0",""
"09",40501,"77","70","2","","5","0",""
"09",40509,"60","51","3","","6","0",""
"09",40599,"","","","","","",""
"09",40600,"262","150","0","","111","1",""
"09",40700,"253","228","1","","24","0",""
"09",40900,"40","39","0","","1","0",""
"09",50100,"691","281","0","","410","0",""
"09",50200,"123","86","1","","36","0",""
"09",50900,"33","7","0","","26","0",""
"09",60100,"49","38","0","","11","0",""
"09",60101,"44","33","0","","11","0",""
"09",60102,"0","0","0","","0","0",""
"09",60103,"1","1","0","","0","0",""
"09",60104,"4","4","0","","0","0",""
"09",60105,"0","0","0","","0","0",""
"09",60106,"0","0","0","","0","0",""
"09",60109,"0","0","0","","0","0",""
"09",60199,"","","","","","",""
"09",60200,"84","77","0","","7","0",""
"09",60201,"0","0","0","","0","0",""
"09",60202,"0","0","0","","0","0",""
"09",60203,"0","0","0","","0","0",""
"09",60209,"84","77","0","","7","0",""
"09",60299,"","","","","","",""
"09",60300,"NA","NA","NA","","NA","NA",""
"09",60400,"6","5","0","","1","0",""
"09",60900,"1","1","0","","0","0",""
"09",70100,"1267","797","0","","470","0",""
"09",70101,"519","350","0","","169","0",""
"09",70102,"117","83","0","","34","0",""
"09",70103,"557","316","0","","241","0",""
"09",70104,"46","29","0","","17","0",""
"09",70109,"28","19","0","","9","0",""
"09",70199,"","","","","","",""
"09",70200,"NA","NA","NA","","NA","NA",""
"09",70201,"NA","NA","NA","","NA","NA",""
"09",70202,"NA","NA","NA","","NA","NA",""
"09",70203,"NA","NA","NA","","NA","NA",""
"09",70204,"NA","NA","NA","","NA","NA",""
"09",70205,"NA","NA","NA","","NA","NA",""
"09",70206,"NA","NA","NA","","NA","NA",""
"09",70209,"NA","NA","NA","","NA","NA",""
"09",70299,"","","","","","",""
"09",70300,"10","6","0","","4","0",""
"09",70400,"36","36","0","","0","0",""
"09",70500,"2","2","0","","0","0",""
"09",70600,"NA","NA","NA","","NA","NA",""
"09",70900,"NA","NA","NA","","NA","NA",""
"09",80100,"137","107","0","","30","0",""
"09",80101,"21","18","0","","3","0",""
"09",80102,"29","28","0","","1","0",""
"09",80103,"40","18","0","","22","0",""
"09",80104,"6","5","0","","1","0",""
"09",80105,"0","0","0","","0","0",""
"09",80106,"0","0","0","","0","0",""
"09",80107,"0","0","0","","0","0",""
"09",80109,"41","38","0","","3","0",""
"09",80199,"","","","","","",""
"09",80200,"21","20","0","","1","0",""
"09",80201,"0","0","0","","0","0",""
"09",80209,"21","20","0","","1","0",""
"09",80299,"","","","","","",""
"09",80300,"NA","NA","NA","","NA","NA",""
"09",80400,"0","0","0","","0","0",""
"09",80900,"NA","NA","NA","","NA","NA",""
"09",90100,"0","0","0","","0","0",""
"09",90200,"20","19","0","","1","0",""
"09",90300,"62","62","0","","0","0",""
"09",90400,"181","154","0","","27","0",""
"09",90500,"51","38","1","","12","0",""
"09",90501,"0","0","0","","0","0",""
"09",90502,"0","0","0","","0","0",""
"09",90503,"2","2","0","","0","0",""
"09",90509,"49","36","1","","12","0",""
"09",90599,"","","","","","",""
"09",90600,"12","7","0","","5","0",""
"09",90700,"NA","NA","NA","","NA","NA",""
"09",90701,"NA","NA","NA","","NA","NA",""
"09",90709,"NA","NA","NA","","NA","NA",""
"09",90799,"","","","","","",""
"09",90800,"NA","NA","NA","","NA","NA",""
"09",90900,"0","0","0","","0","0",""
"09",91000,"NA","NA","NA","","NA","NA",""
"09",91100,"1","0","0","","1","0",""
"09",91200,"391","219","0","","172","0",""
"09",91300,"0","0","0","","0","0",""
"09",91400,"7","7","0","","0","0",""
"09",91500,"5","3","0","","2","0",""
"09",91600,"NA","NA","NA","","NA","NA",""
"09",91900,"460","423","1","","31","5",""
"09",999999,"","","","","","",""
"10",10100,"155","6","0","","146","2","1"
"10",10200,"1","0","0","","1","0",""
"10",10300,"2","0","0","","2","0",""
"10",10400,"657","3","1","","646","5","2"
"10",10900,"8","0","0","","8","0",""
"10",20100,"16","0","0","","15","1",""
"10",20200,"1","0","0","","1","0",""
"10",20300,"4","0","0","","4","0",""
"10",20400,"2","0","0","","2","0",""
"10",20500,"0","0","0","","0","0",""
"10",20600,"17","3","0","","14","0",""
"10",20601,"NSS","NSS","0","","NSS","0",""
"10",20602,"1","NSS","0","","1","0",""
"10",20603,"NSS","NSS","0","","NSS","0",""
"10",20604,"5","NSS","0","","5","0",""
"10",20609,"1","1","0","","NSS","0",""
"10",20699,"10","2","","","8","",""
"10",20900,"0","0","0","","0","0",""
"10",30100,"77","0","0","","75","2",""
"10",30200,"0","0","0","","0","0",""
"10",30300,"0","0","0","","0","0",""
"10",30400,"73","2","0","","70","1",""
"10",30500,"3","0","0","","3","0",""
"10",30600,"4","0","0","","4","0",""
"10",30700,"0","0","0","","0","0",""
"10",30900,"3","0","0","","3","0",""
"10",40100,"935","4","1","","910","11","9"
"10",40101,"NSS","NSS","NSS","","NSS","NSS",""
"10",40102,"74","NSS","NSS","","74","0",""
"10",40103,"12","NSS","NSS","","11","1",""
"10",40104,"6","NSS","NSS","","6","0",""
"10",40105,"NSS","NSS","NSS","","NSS","NSS",""
"10",40106,"6","NSS","NSS","","6","0",""
"10",40107,"1","NSS","NSS","","1","0",""
"10",40108,"1","NSS","NSS","","1","0",""
"10",40109,"NSS","NSS","NSS","","NSS","NSS",""
"10",40110,"NSS","NSS","NSS","","NSS","NSS",""
"10",40111,"NSS","NSS","NSS","","NSS","NSS",""
"10",40112,"NSS","NSS","NSS","","NSS","NSS",""
"10",40113,"60","NSS","NSS","","58","2",""
"10",40114,"5","NSS","NSS","","4","1",""
"10",40115,"1","NSS","NSS","","1","0",""
"10",40116,"NSS","NSS","NSS","","NSS","NSS",""
"10",40119,"NSS","NSS","NSS","","NSS","NSS",""
"10",40199,"769","4","1","","748","7","9"
"10",40200,"0","0","0","","0","0",""
"10",40300,"181","5","0","","175","NSS","1"
"10",40400,"19","1","0","","17","NSS","1"
"10",40500,"5","0","0","","5","0",""
"10",40501,"NSS","0","0","","NSS","0",""
"10",40509,"NSS","0","0","","NSS","0",""
"10",40599,"5","","","","5","",""
"10",40600,"283","4","0","","278","NSS","1"
"10",40700,"27","4","0","","23","0",""
"10",40900,"1","1","0","","0","0",""
"10",50100,"512","0","0","","503","8","1"
"10",50200,"36","16","0","","20","0",""
"10",50900,"8","1","0","","7","0",""
"10",60100,"11","0","0","","11","0",""
"10",60101,"1","0","0","","1","0",""
"10",60102,"NSS","0","0","","NSS","0",""
"10",60103,"1","0","0","","1","0",""
"10",60104,"1","0","0","","1","0",""
"10",60105,"NSS","0","0","","NSS","0",""
"10",60106,"NSS","0","0","","NSS","0",""
"10",60109,"3","0","0","","3","0",""
"10",60199,"5","","","","5","",""
"10",60200,"0","0","0","","0","0",""
"10",60201,"0","0","0","","0","0",""
"10",60202,"0","0","0","","0","0",""
"10",60203,"0","0","0","","0","0",""
"10",60209,"0","0","0","","0","0",""
"10",60299,"","","","","","",""
"10",60300,"17","0","0","","17","0",""
"10",60400,"1","0","0","","1","0",""
"10",60900,"1","0","0","","1","0",""
"10",70100,"534","0","0","","527","1","6"
"10",70101,"5","0","0","","5","0",""
"10",70102,"298","0","0","","291","1","6"
"10",70103,"2","0","0","","2","0",""
"10",70104,"NSS","0","0","","NSS","0",""
"10",70109,"1","0","0","","1","0",""
"10",70199,"228","","","","228","",""
"10",70200,"0","0","0","","0","0",""
"10",70201,"0","0","0","","0","0",""
"10",70202,"0","0","0","","0","0",""
"10",70203,"0","0","0","","0","0",""
"10",70204,"0","0","0","","0","0",""
"10",70205,"0","0","0","","0","0",""
"10",70206,"0","0","0","","0","0",""
"10",70209,"0","0","0","","0","0",""
"10",70299,"","","","","","",""
"10",70300,"1","0","0","","1","0",""
"10",70400,"7","0","0","","6","1",""
"10",70500,"0","0","0","","0","0",""
"10",70600,"0","0","0","","0","0",""
"10",70900,"6","0","0","","6","0",""
"10",80100,"5","1","0","","4","0",""
"10",80101,"2","1","0","","1","0",""
"10",80102,"0","0","0","","0","0",""
"10",80103,"0","0","0","","0","0",""
"10",80104,"0","0","0","","0","0",""
"10",80105,"0","0","0","","0","0",""
"10",80106,"0","0","0","","0","0",""
"10",80107,"0","0","0","","0","0",""
"10",80109,"3","0","0","","3","0",""
"10",80199,"","","","","","",""
"10",80200,"0","0","0","","0","0",""
"10",80201,"0","0","0","","0","0",""
"10",80209,"0","0","0","","0","0",""
"10",80299,"","","","","","",""
"10",80300,"0","0","0","","0","0",""
"10",80400,"0","0","0","","0","0",""
"10",80900,"1","0","0","","1","0",""
"10",90100,"16","1","0","","14","NSS","1"
"10",90200,"31","0","0","","30","1",""
"10",90300,"5","0","0","","5","0",""
"10",90400,"16","5","0","","11","0",""
"10",90500,"0","0","0","","0","0",""
"10",90501,"0","0","0","","0","0",""
"10",90502,"0","0","0","","0","0",""
"10",90503,"0","0","0","","0","0",""
"10",90509,"0","0","0","","0","0",""
"10",90599,"","","","","","",""
"10",90600,"0","0","0","","0","0",""
"10",90700,"0","0","0","","0","0",""
"10",90701,"0","0","0","","0","0",""
"10",90709,"0","0","0","","0","0",""
"10",90799,"","","","","","",""
"10",90800,"0","0","0","","0","0",""
"10",90900,"0","0","0","","0","0",""
"10",91000,"0","0","0","","0","0",""
"10",91100,"0","0","0","","0","0",""
"10",91200,"4","0","0","","4","0",""
"10",91300,"0","0","0","","0","0",""
"10",91400,"0","0","0","","0","0",""
"10",91500,"0","0","0","","0","0",""
"10",91600,"0","0","0","","0","0",""
"10",91900,"54","3","0","","51","0",""
"10",999999,"12","","","12","","",""
"12",10100,"173","111","7","2","44","9",""
"12",10200,"7","3","0","","2","2",""
"12",10300,"0","0","0","","0","0",""
"12",10400,"321","276","1","7","29","8",""
"12",10900,"5","1","0","","0","4",""
"12",20100,"17","11","1","","4","1",""
"12",20200,"1","1","0","","0","0",""
"12",20300,"15","9","NSS","2","4","0",""
"12",20400,"0","0","0","","0","0",""
"12",20500,"0","0","0","","0","0",""
"12",20600,"49","30","0","","19","0",""
"12",20601,"NSS","NSS","0","","NSS","0",""
"12",20602,"1","1","0","","NSS","0",""
"12",20603,"NSS","NSS","0","","NSS","0",""
"12",20604,"1","1","0","","NSS","0",""
"12",20609,"1","1","0","","NSS","0",""
"12",20699,"46","27","","","19","",""
"12",20900,"0","0","0","","0","0",""
"12",30100,"55","47","NSS","3","5","0",""
"12",30200,"1","1","0","","0","0",""
"12",30300,"1","1","0","","0","0",""
"12",30400,"77","53","3","1","17","3",""
"12",30500,"13","8","1","1","3","0",""
"12",30600,"8","8","0","","0","0",""
"12",30700,"0","0","0","","0","0",""
"12",30900,"1","0","1","","0","0",""
"12",40100,"187","152","NSS","12","18","5",""
"12",40101,"NSS","NSS","NSS","","NSS","NSS",""
"12",40102,"3","3","0","","NSS","NSS",""
"12",40103,"22","16","NSS","2","2","2",""
"12",40104,"2","2","0","","NSS","NSS",""
"12",40105,"NSS","NSS","NSS","","NSS","NSS",""
"12",40106,"NSS","NSS","NSS","","NSS","NSS",""
"12",40107,"NSS","NSS","NSS","","NSS","NSS",""
"12",40108,"NSS","NSS","NSS","","NSS","NSS",""
"12",40109,"6","5","0","","0","1",""
"12",40110,"NSS","NSS","NSS","","NSS","NSS",""
"12",40111,"NSS","NSS","NSS","","NSS","NSS",""
"12",40112,"NSS","NSS","NSS","","NSS","NSS",""
"12",40113,"2","2","0","","NSS","NSS",""
"12",40114,"12","6","NSS","1","5","0",""
"12",40115,"NSS","NSS","NSS","","NSS","NSS",""
"12",40116,"NSS","NSS","NSS","","NSS","NSS",""
"12",40119,"NSS","NSS","NSS","","NSS","NSS",""
"12",40199,"140","118","","9","11","2",""
"12",40200,"0","0","0","","0","0",""
"12",40300,"152","132","1","19","0","0",""
"12",40400,"41","40","NSS","1","0","0",""
"12",40500,"16","7","2","","1","6",""
"12",40501,"NSS","NSS","NSS","","NSS","NSS",""
"12",40509,"NSS","NSS","NSS","","NSS","NSS",""
"12",40599,"16","7","2","","1","6",""
