entidad,delitos,cecccd1,cecccd2,cecccd3,cecccd4,cecccd5,cecccd6,cecccd7,cecccd8,cecccd9,cecccd10,cecccd11,cecccd12,cecccd13,cecccd14,cecccd15,cecccd16,cecccd17,cecccd18,cecccd19,cecccd20,cecccd21,cecccd22,cecccd23,cecccd24,cecccd25,cecccd26,cecccd27,cecccd28,cecccd29,cecccd30,cecccd31,cecccd32,cecccd33,cecccd34,cecccd35,cecccd36,cecccd37,cecccd38,cecccd39,cecccd40,cecccd41,cecccd42,cecccd45,cecccd46,cecccd47,cecccd48,cecccd49,cecccd50,cecccd51,cecccd52,cecccd53,cecccd54,cecccd55,cecccd56
"02",80103,"12","0","0","0","","","NSS","0","NSS","0","12","","NSS","0","NSS","0","NSS","0","12","","12","0","0","0","","","12","0","0","0","","","12","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",80104,"4","0","0","0","","","NSS","0","NSS","0","4","","NSS","0","NSS","0","NSS","0","4","","4","0","0","0","","","4","0","0","0","","","4","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",80105,"1","0","0","0","","","NSS","0","NSS","0","1","","NSS","0","NSS","0","NSS","0","1","","1","0","0","0","","","1","0","0","0","","","1","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",80106,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",80107,"1","0","0","0","","","NSS","0","NSS","0","1","","NSS","0","NSS","0","NSS","0","1","","1","0","0","0","","","1","0","0","0","","","1","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",80109,"2","0","0","0","","","NSS","0","NSS","0","2","","NSS","0","NSS","0","NSS","0","2","","2","0","0","0","","","2","0","0","0","","","2","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",80199,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02",80200,"103","0","0","0","","","NSS","0","NSS","0","103","","NSS","0","NSS","0","NSS","0","103","","103","0","0","0","","","103","0","0","0","","","103","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",80201,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",80209,"103","0","0","0","","","NSS","0","NSS","0","103","","NSS","0","NSS","0","NSS","0","103","","103","0","0","0","","","103","0","0","0","","","103","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
