entidad,delisele,pedesitt,pedesi1,pedesi2,pedesi3,pedesi4,pedesi5,pedesi6,pedesi7,pedesi8,pedesi9
"31",20602,"0","0","0","0","0","0","0","0","0","0"
"31",20603,"0","0","0","0","0","0","0","0","0","0"
"31",20604,"0","0","0","0","0","0","0","0","0","0"
"31",20609,"0","0","0","0","0","0","0","0","0","0"
"31",91400,"0","0","0","0","0","0","0","0","0","0"
"31",999999,"","","","","","","","","",""
"32",10100,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",10400,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",20100,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",20500,"0","0","0","0","0","0","0","0","0","0"
"32",20600,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",20601,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",20602,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",20603,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",20604,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",20609,"NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"32",91400,"0","0","0","0","0","0","0","0","0","0"
"32",999999,"","","","","","","","","",""
