entidad,delitos,apcicttt,apcict1,apcict2,apcict4,apcict5
"02",30400,"608","167","8","433","0"
"02",30500,"359","127","0","232","0"
"02",30600,"79","25","0","54","0"
"02",30700,"1","0","0","1","0"
"02",30900,"149","30","0","119","0"
"02",40100,"47545","10195","96","37254","0"
"02",40101,"5285","1040","57","4188","0"
"02",40102,"10884","2650","0","8234","0"
"02",40103,"16616","3711","3","12902","0"
"02",40104,"58","0","0","58","0"
"02",40105,"5656","1135","36","4485","0"
"02",40106,"56","0","0","56","0"
"02",40107,"0","0","0","0","0"
"02",40108,"18","0","0","18","0"
"02",40109,"0","0","0","0","0"
"02",40110,"41","0","0","41","0"
"02",40111,"11","0","0","11","0"
"02",40112,"4","0","0","4","0"
"02",40113,"6441","1177","0","5264","0"
"02",40114,"97","16","0","81","0"
"02",40115,"0","0","0","0","0"
"02",40116,"0","0","0","0","0"
"02",40119,"2378","466","0","1912","0"
"02",40199,"","","","",""
"02",40200,"0","0","0","0","0"
"02",40300,"1353","424","2","927","0"
"02",40400,"504","121","0","383","0"
"02",40500,"278","35","105","138","0"
"02",40501,"0","0","0","0","0"
"02",40509,"278","35","105","138","0"
"02",40599,"","","","",""
"02",40600,"6132","2058","0","4074","0"
"02",40700,"970","321","0","649","0"
"02",40900,"199","41","0","158","0"
"02",50100,"8122","2345","0","5777","0"
"02",50200,"1435","479","0","956","0"
"02",50900,"3","0","0","3","0"
"02",60100,"244","51","0","193","0"
"02",60101,"215","51","0","164","0"
"02",60102,"0","0","0","0","0"
"02",60103,"29","0","0","29","0"
"02",60104,"0","0","0","0","0"
"02",60105,"0","0","0","0","0"
"02",60106,"0","0","0","0","0"
"02",60109,"0","0","0","0","0"
"02",60199,"","","","",""
"02",60200,"11","2","0","9","0"
"02",60201,"11","2","0","9","0"
"02",60202,"0","0","0","0","0"
"02",60203,"0","0","0","0","0"
"02",60209,"0","0","0","0","0"
"02",60299,"","","","",""
"02",60300,"0","0","0","0","0"
"02",60400,"0","0","0","0","0"
"02",60900,"3","0","0","3","0"
"02",70100,"1743","0","0","1743","0"
"02",70101,"1692","0","0","1692","0"
"02",70102,"20","0","0","20","0"
"02",70103,"25","0","0","25","0"
"02",70104,"6","0","0","6","0"
"02",70109,"0","0","0","0","0"
"02",70199,"","","","",""
"02",70200,"0","0","0","0","0"
"02",70201,"0","0","0","0","0"
"02",70202,"0","0","0","0","0"
"02",70203,"0","0","0","0","0"
"02",70204,"0","0","0","0","0"
"02",70205,"0","0","0","0","0"
"02",70206,"0","0","0","0","0"
"02",70209,"0","0","0","0","0"
"02",70299,"","","","",""
"02",70300,"5","1","0","4","0"
"02",70400,"4652","253","0","4399","0"
"02",70500,"0","0","0","0","0"
"02",70600,"0","0","0","0","0"
"02",70900,"17","8","0","9","0"
"02",80100,"831","373","0","458","0"
"02",80101,"2","0","0","2","0"
"02",80102,"799","366","0","433","0"
"02",80103,"21","6","0","15","0"
"02",80104,"5","1","0","4","0"
"02",80105,"1","0","0","1","0"
"02",80106,"0","0","0","0","0"
"02",80107,"1","0","0","1","0"
"02",80109,"2","0","0","2","0"
"02",80199,"","","","",""
"02",80200,"159","36","0","123","0"
"02",80201,"0","0","0","0","0"
"02",80209,"159","36","0","123","0"
"02",80299,"","","","",""
"02",80300,"0","0","0","0","0"
"02",80400,"24","13","0","11","0"
"02",80900,"17","2","0","15","0"
"02",90100,"2461","583","0","1878","0"
"02",90200,"2906","228","0","2678","0"
"02",90300,"75","18","0","57","0"
"02",90400,"341","84","0","257","0"
"02",90500,"27","8","0","19","0"
"02",90501,"0","0","0","0","0"
"02",90502,"0","0","0","0","0"
"02",90503,"0","0","0","0","0"
"02",90509,"27","8","0","19","0"
"02",90599,"","","","",""
"02",90600,"7","0","0","7","0"
"02",90700,"0","0","0","0","0"
"02",90701,"0","0","0","0","0"
"02",90709,"0","0","0","0","0"
"02",90799,"","","","",""
"02",90800,"0","0","0","0","0"
"02",90900,"0","0","0","0","0"
"02",91000,"0","0","0","0","0"
"02",91100,"3","2","0","1","0"
"02",91200,"5","0","0","5","0"
"02",91300,"56","25","0","31","0"
"02",91400,"302","49","0","253","0"
"02",91500,"108","2","0","106","0"
"02",91600,"23","0","0","23","0"
"02",91900,"2539","541","0","1998","0"
"02",999999,"","","","",""
"03",10100,"272","17","0","231","24"
"03",10200,"0","0","0","0","0"
"03",10300,"3","1","0","2","0"
"03",10400,"1983","388","0","1595","0"
"03",10900,"31","7","0","24","0"
"03",20100,"77","8","0","64","5"
"03",20200,"0","0","0","0","0"
"03",20300,"0","0","0","0","0"
"03",20400,"1","1","0","0","0"
"03",20500,"0","0","0","0","0"
"03",20600,"0","0","0","0","0"
"03",20601,"0","0","0","0","0"
"03",20602,"0","0","0","0","0"
"03",20603,"0","0","0","0","0"
"03",20604,"0","0","0","0","0"
"03",20609,"0","0","0","0","0"
"03",20699,"","","","",""
"03",20900,"0","0","0","0","0"
"03",30100,"181","41","0","140","0"
"03",30200,"33","8","0","25","0"
"03",30300,"8","3","0","5","0"
"03",30400,"185","53","5","123","4"
"03",30500,"6","3","0","3","0"
"03",30600,"22","5","0","17","0"
"03",30700,"0","0","0","0","0"
"03",30900,"23","15","0","8","0"
"03",40100,"11365","1579","11","9701","74"
"03",40101,"3887","495","7","3338","47"
"03",40102,"2869","447","2","2418","2"
"03",40103,"1848","132","0","1714","2"
"03",40104,"0","0","0","0","0"
"03",40105,"1","1","0","0","0"
"03",40106,"0","0","0","0","0"
"03",40107,"0","0","0","0","0"
"03",40108,"0","0","0","0","0"
"03",40109,"0","0","0","0","0"
"03",40110,"0","0","0","0","0"
"03",40111,"0","0","0","0","0"
"03",40112,"0","0","0","0","0"
"03",40113,"23","5","0","18","0"
"03",40114,"61","9","0","52","0"
"03",40115,"0","0","0","0","0"
"03",40116,"6","0","0","6","0"
"03",40119,"2670","490","2","2155","23"
"03",40199,"","","","",""
"03",40200,"0","0","0","0","0"
"03",40300,"802","181","0","621","0"
"03",40400,"364","98","0","266","0"
"03",40500,"139","29","4","79","27"
"03",40501,"NSS","NSS","NSS","NSS","NSS"
"03",40509,"NSS","NSS","NSS","NSS","NSS"
"03",40599,"139","29","4","79","27"
"03",40600,"2080","419","0","1661","0"
"03",40700,"360","142","0","216","2"
"03",40900,"79","22","0","57","0"
"03",50100,"2099","598","0","1501","0"
"03",50200,"833","255","0","578","0"
"03",50900,"188","27","0","161","0"
"03",60100,"26","2","0","24","0"
"03",60101,"15","2","0","13","0"
"03",60102,"0","0","0","0","0"
"03",60103,"10","0","0","10","0"
"03",60104,"1","0","0","1","0"
"03",60105,"0","0","0","0","0"
"03",60106,"0","0","0","0","0"
"03",60109,"0","0","0","0","0"
"03",60199,"","","","",""
"03",60200,"2","1","0","1","0"
"03",60201,"2","1","0","1","0"
"03",60202,"0","0","0","0","0"
"03",60203,"0","0","0","0","0"
"03",60209,"0","0","0","0","0"
"03",60299,"","","","",""
"03",60300,"1","0","0","1","0"
"03",60400,"27","3","0","24","0"
"03",60900,"0","0","0","0","0"
"03",70100,"462","104","0","358","0"
"03",70101,"418","61","0","357","0"
"03",70102,"44","43","0","1","0"
"03",70103,"0","0","0","0","0"
"03",70104,"0","0","0","0","0"
"03",70109,"0","0","0","0","0"
"03",70199,"","","","",""
"03",70200,"0","0","0","0","0"
"03",70201,"0","0","0","0","0"
"03",70202,"0","0","0","0","0"
"03",70203,"0","0","0","0","0"
"03",70204,"0","0","0","0","0"
"03",70205,"0","0","0","0","0"
"03",70206,"0","0","0","0","0"
"03",70209,"0","0","0","0","0"
"03",70299,"","","","",""
"03",70300,"1","0","0","1","0"
"03",70400,"3","2","0","1","0"
"03",70500,"0","0","0","0","0"
"03",70600,"0","0","0","0","0"
"03",70900,"0","0","0","0","0"
"03",80100,"252","48","0","204","0"
"03",80101,"13","2","0","11","0"
"03",80102,"219","35","0","184","0"
"03",80103,"11","5","0","6","0"
"03",80104,"4","3","0","1","0"
"03",80105,"0","0","0","0","0"
"03",80106,"3","2","0","1","0"
"03",80107,"2","1","0","1","0"
"03",80109,"0","0","0","0","0"
"03",80199,"","","","",""
"03",80200,"25","0","0","25","0"
"03",80201,"0","0","0","0","0"
"03",80209,"25","0","0","25","0"
"03",80299,"","","","",""
"03",80300,"0","0","0","0","0"
"03",80400,"0","0","0","0","0"
"03",80900,"0","0","0","0","0"
"03",90100,"1128","249","0","879","0"
"03",90200,"184","32","0","152","0"
"03",90300,"21","6","0","15","0"
"03",90400,"128","16","0","112","0"
"03",90500,"0","0","0","0","0"
"03",90501,"0","0","0","0","0"
"03",90502,"0","0","0","0","0"
"03",90503,"0","0","0","0","0"
"03",90509,"0","0","0","0","0"
"03",90599,"","","","",""
"03",90600,"4","0","0","4","0"
"03",90700,"0","0","0","0","0"
"03",90701,"0","0","0","0","0"
"03",90709,"0","0","0","0","0"
"03",90799,"","","","",""
"03",90800,"0","0","0","0","0"
"03",90900,"0","0","0","0","0"
"03",91000,"0","0","0","0","0"
"03",91100,"0","0","0","0","0"
"03",91200,"0","0","0","0","0"
"03",91300,"1","1","0","0","0"
"03",91400,"31","9","0","22","0"
"03",91500,"69","3","0","66","0"
"03",91600,"0","0","0","0","0"
"03",91900,"1107","626","0","481","0"
"03",999999,"","","","",""
"04",10100,"173","21","0","144","8"
"04",10200,"5","2","0","3","0"
"04",10300,"1","0","0","1","0"
"04",10400,"159","48","0","111","0"
"04",10900,"1","0","0","1","0"
"04",20100,"0","0","0","0","0"
"04",20200,"0","0","0","0","0"
"04",20300,"7","1","0","6","0"
"04",20400,"NA","NA","NA","NA","NA"
"04",20500,"0","0","0","0","0"
"04",20600,"6","1","0","5","0"
"04",20601,"6","1","0","5","0"
"04",20602,"0","0","0","0","0"
"04",20603,"0","0","0","0","0"
"04",20604,"0","0","0","0","0"
"04",20609,"0","0","0","0","0"
"04",20699,"","","","",""
"04",20900,"0","0","0","0","0"
"04",30100,"21","7","0","14","0"
"04",30200,"NA","NA","NA","NA","NA"
"04",30300,"NA","NA","NA","NA","NA"
"04",30400,"85","9","1","69","6"
"04",30500,"76","16","0","60","0"
"04",30600,"24","1","0","23","0"
"04",30700,"NA","NA","NA","NA","NA"
"04",30900,"1","0","0","1","0"
"04",40100,"1086","145","0","941","0"
"04",40101,"0","0","0","0","0"
"04",40102,"80","14","0","66","0"
"04",40103,"196","19","0","177","0"
"04",40104,"0","0","0","0","0"
"04",40105,"56","18","0","38","0"
"04",40106,"0","0","0","0","0"
"04",40107,"0","0","0","0","0"
"04",40108,"0","0","0","0","0"
"04",40109,"3","0","0","3","0"
"04",40110,"1","0","0","1","0"
"04",40111,"8","0","0","8","0"
"04",40112,"0","0","0","0","0"
"04",40113,"80","19","0","61","0"
"04",40114,"31","1","0","30","0"
"04",40115,"0","0","0","0","0"
"04",40116,"0","0","0","0","0"
"04",40119,"631","74","0","557","0"
"04",40199,"","","","",""
"04",40200,"0","0","0","0","0"
"04",40300,"5","0","0","5","0"
"04",40400,"1","0","0","1","0"
"04",40500,"18","3","0","15","0"
"04",40501,"18","3","0","15","0"
"04",40509,"0","0","0","0","0"
"04",40599,"","","","",""
"04",40600,"70","24","0","46","0"
"04",40700,"8","2","0","6","0"
"04",40900,"26","0","1","1","24"
"04",50100,"43","2","0","41","0"
"04",50200,"18","8","0","10","0"
"04",50900,"0","0","0","0","0"
"04",60100,"7","1","0","6","0"
"04",60101,"7","1","0","6","0"
"04",60102,"0","0","0","0","0"
"04",60103,"0","0","0","0","0"
"04",60104,"0","0","0","0","0"
"04",60105,"0","0","0","0","0"
"04",60106,"0","0","0","0","0"
"04",60109,"0","0","0","0","0"
"04",60199,"","","","",""
"04",60200,"4","0","0","4","0"
"04",60201,"4","0","0","4","0"
"04",60202,"0","0","0","0","0"
"04",60203,"0","0","0","0","0"
"04",60209,"0","0","0","0","0"
"04",60299,"","","","",""
"04",60300,"0","0","0","0","0"
"04",60400,"0","0","0","0","0"
"04",60900,"0","0","0","0","0"
"04",70100,"66","7","0","59","0"
"04",70101,"23","0","0","23","0"
"04",70102,"0","0","0","0","0"
"04",70103,"42","7","0","35","0"
"04",70104,"0","0","0","0","0"
"04",70109,"1","0","0","1","0"
"04",70199,"","","","",""
"04",70200,"0","0","0","0","0"
"04",70201,"0","0","0","0","0"
"04",70202,"0","0","0","0","0"
"04",70203,"0","0","0","0","0"
"04",70204,"0","0","0","0","0"
"04",70205,"0","0","0","0","0"
"04",70206,"0","0","0","0","0"
"04",70209,"0","0","0","0","0"
"04",70299,"","","","",""
"04",70300,"1","0","0","1","0"
"04",70400,"17","7","0","10","0"
"04",70500,"0","0","0","0","0"
"04",70600,"0","0","0","0","0"
"04",70900,"0","0","0","0","0"
"04",80100,"16","5","0","11","0"
"04",80101,"3","0","0","3","0"
"04",80102,"5","5","0","0","0"
"04",80103,"2","0","0","2","0"
"04",80104,"5","0","0","5","0"
"04",80105,"0","0","0","0","0"
"04",80106,"0","0","0","0","0"
"04",80107,"0","0","0","0","0"
"04",80109,"1","0","0","1","0"
"04",80199,"","","","",""
"04",80200,"0","0","0","0","0"
"04",80201,"0","0","0","0","0"
"04",80209,"0","0","0","0","0"
"04",80299,"","","","",""
"04",80300,"0","0","0","0","0"
"04",80400,"0","0","0","0","0"
"04",80900,"0","0","0","0","0"
"04",90100,"13","5","0","8","0"
"04",90200,"38","6","0","32","0"
"04",90300,"0","0","0","0","0"
"04",90400,"6","1","0","5","0"
"04",90500,"3","0","0","3","0"
"04",90501,"0","0","0","0","0"
"04",90502,"0","0","0","0","0"
"04",90503,"0","0","0","0","0"
"04",90509,"3","0","0","3","0"
"04",90599,"","","","",""
"04",90600,"1","0","0","1","0"
"04",90700,"0","0","0","0","0"
"04",90701,"0","0","0","0","0"
"04",90709,"0","0","0","0","0"
"04",90799,"","","","",""
"04",90800,"0","0","0","0","0"
"04",90900,"0","0","0","0","0"
"04",91000,"0","0","0","0","0"
"04",91100,"0","0","0","0","0"
"04",91200,"0","0","0","0","0"
"04",91300,"0","0","0","0","0"
"04",91400,"10","8","0","2","0"
"04",91500,"0","0","0","0","0"
"04",91600,"0","0","0","0","0"
"04",91900,"18","1","0","17","0"
"04",999999,"","","","",""
"05",10100,"468","54","0","414","0"
"05",10200,"13","2","0","11","0"
"05",10300,"2","1","0","1","0"
"05",10400,"5470","378","0","5092","0"
"05",10900,"5","2","0","3","0"
"05",20100,"17","0","0","16","1"
"05",20200,"1","0","0","1","0"
"05",20300,"286","0","0","284","2"
"05",20400,"5","0","0","4","1"
"05",20500,"0","0","0","0","0"
"05",20600,"21","4","0","17","0"
"05",20601,"21","4","0","17","0"
"05",20602,"0","0","0","0","0"
"05",20603,"0","0","0","0","0"
"05",20604,"0","0","0","0","0"
"05",20609,"0","0","0","0","0"
"05",20699,"","","","",""
"05",20900,"2","2","0","0","0"
"05",30100,"405","52","0","353","0"
"05",30200,"136","14","0","122","0"
"05",30300,"1","0","0","1","0"
"05",30400,"160","16","0","136","8"
"05",30500,"82","10","1","65","6"
"05",30600,"36","11","0","25","0"
"05",30700,"0","0","0","0","0"
"05",30900,"26","2","0","24","0"
"05",40100,"10320","1027","0","9293","0"
"05",40101,"2473","302","0","2171","0"
"05",40102,"2527","213","0","2314","0"
"05",40103,"920","118","0","802","0"
"05",40104,"319","28","0","291","0"
"05",40105,"1216","145","0","1071","0"
"05",40106,"50","0","0","50","0"
"05",40107,"0","0","0","0","0"
"05",40108,"0","0","0","0","0"
"05",40109,"6","0","0","6","0"
"05",40110,"4","0","0","4","0"
"05",40111,"16","0","0","16","0"
"05",40112,"22","2","0","20","0"
"05",40113,"1746","206","0","1540","0"
"05",40114,"149","8","0","141","0"
"05",40115,"39","1","0","38","0"
"05",40116,"0","0","0","0","0"
"05",40119,"833","4","0","829","0"
"05",40199,"","","","",""
"05",40200,"0","0","0","0","0"
"05",40300,"1046","288","0","758","0"
"05",40400,"489","84","0","405","0"
"05",40500,"24","3","0","21","0"
"05",40501,"24","3","0","21","0"
"05",40509,"0","0","0","0","0"
"05",40599,"","","","",""
"05",40600,"8159","699","0","7460","0"
"05",40700,"412","59","0","353","0"
"05",40900,"1175","194","0","981","0"
"05",50100,"6872","405","0","6467","0"
"05",50200,"300","119","0","181","0"
"05",50900,"58","6","0","52","0"
"05",60100,"42","3","0","39","0"
"05",60101,"41","3","0","38","0"
"05",60102,"0","0","0","0","0"
"05",60103,"1","0","0","1","0"
"05",60104,"0","0","0","0","0"
"05",60105,"0","0","0","0","0"
"05",60106,"0","0","0","0","0"
"05",60109,"0","0","0","0","0"
"05",60199,"","","","",""
"05",60200,"5","0","0","5","0"
"05",60201,"1","0","0","1","0"
"05",60202,"4","0","0","4","0"
"05",60203,"0","0","0","0","0"
"05",60209,"0","0","0","0","0"
"05",60299,"","","","",""
"05",60300,"16","0","0","16","0"
"05",60400,"0","0","0","0","0"
"05",60900,"0","0","0","0","0"
"05",70100,"2376","396","0","1980","0"
"05",70101,"1849","357","0","1492","0"
"05",70102,"183","23","0","160","0"
"05",70103,"344","16","0","328","0"
"05",70104,"0","0","0","0","0"
"05",70109,"0","0","0","0","0"
"05",70199,"","","","",""
"05",70200,"0","0","0","0","0"
"05",70201,"0","0","0","0","0"
"05",70202,"0","0","0","0","0"
"05",70203,"0","0","0","0","0"
"05",70204,"0","0","0","0","0"
"05",70205,"0","0","0","0","0"
"05",70206,"0","0","0","0","0"
"05",70209,"0","0","0","0","0"
"05",70299,"","","","",""
"05",70300,"2","0","0","2","0"
"05",70400,"162","0","0","162","0"
"05",70500,"0","0","0","0","0"
"05",70600,"0","0","0","0","0"
"05",70900,"6982","40","0","6942","0"
"05",80100,"267","15","0","252","0"
"05",80101,"0","0","0","0","0"
"05",80102,"107","10","0","97","0"
"05",80103,"159","4","0","155","0"
"05",80104,"1","1","0","0","0"
"05",80105,"0","0","0","0","0"
"05",80106,"0","0","0","0","0"
"05",80107,"0","0","0","0","0"
"05",80109,"0","0","0","0","0"
"05",80199,"","","","",""
"05",80200,"0","0","0","0","0"
"05",80201,"0","0","0","0","0"
"05",80209,"0","0","0","0","0"
"05",80299,"","","","",""
"05",80300,"0","0","0","0","0"
"05",80400,"0","0","0","0","0"
"05",80900,"0","0","0","0","0"
"05",90100,"3268","190","0","3078","0"
"05",90200,"389","31","0","358","0"
"05",90300,"26","0","0","26","0"
"05",90400,"138","72","0","66","0"
"05",90500,"7","1","0","6","0"
"05",90501,"0","0","0","0","0"
"05",90502,"0","0","0","0","0"
"05",90503,"0","0","0","0","0"
"05",90509,"7","1","0","6","0"
"05",90599,"","","","",""
"05",90600,"1","0","0","1","0"
"05",90700,"0","0","0","0","0"
"05",90701,"0","0","0","0","0"
"05",90709,"0","0","0","0","0"
"05",90799,"","","","",""
"05",90800,"0","0","0","0","0"
"05",90900,"0","0","0","0","0"
"05",91000,"0","0","0","0","0"
"05",91100,"0","0","0","0","0"
"05",91200,"29","0","0","29","0"
"05",91300,"0","0","0","0","0"
"05",91400,"0","0","0","0","0"
"05",91500,"0","0","0","0","0"
"05",91600,"5","0","0","5","0"
"05",91900,"470","384","0","86","0"
"05",999999,"","","","",""
"06",10100,"598","89","20","389","100"
"06",10200,"21","0","0","21","0"
"06",10300,"13","0","0","13","0"
"06",10400,"248","30","0","217","1"
"06",10900,"0","0","0","0","0"
"06",20100,"50","18","0","32","0"
"06",20200,"0","0","0","0","0"
"06",20300,"56","23","0","33","0"
"06",20400,"5","0","0","5","0"
"06",20500,"0","0","0","0","0"
"06",20600,"4","0","0","4","0"
"06",20601,"0","0","0","0","0"
"06",20602,"4","0","0","4","0"
"06",20603,"0","0","0","0","0"
"06",20604,"0","0","0","0","0"
"06",20609,"0","0","0","0","0"
"06",20699,"","","","",""
"06",20900,"0","0","0","0","0"
"06",30100,"25","16","0","9","0"
"06",30200,"0","0","0","0","0"
"06",30300,"4","0","0","4","0"
"06",30400,"99","17","2","72","8"
"06",30500,"0","0","0","0","0"
"06",30600,"3","0","0","3","0"
"06",30700,"0","0","0","0","0"
"06",30900,"21","0","0","21","0"
"06",40100,"7086","1309","317","5353","107"
"06",40101,"4","0","0","4","0"
"06",40102,"2845","536","291","1962","56"
"06",40103,"1516","356","2","1151","7"
"06",40104,"0","0","0","0","0"
"06",40105,"150","36","0","114","0"
"06",40106,"334","28","0","306","0"
"06",40107,"0","0","0","0","0"
"06",40108,"0","0","0","0","0"
"06",40109,"0","0","0","0","0"
"06",40110,"0","0","0","0","0"
"06",40111,"0","0","0","0","0"
"06",40112,"0","0","0","0","0"
"06",40113,"865","125","2","733","5"
"06",40114,"14","2","1","9","2"
"06",40115,"0","0","0","0","0"
"06",40116,"0","0","0","0","0"
"06",40119,"1358","226","21","1074","37"
"06",40199,"","","","",""
"06",40200,"0","0","0","0","0"
"06",40300,"29","3","1","18","7"
"06",40400,"36","7","0","28","1"
"06",40500,"60","8","2","27","23"
"06",40501,"60","8","2","27","23"
"06",40509,"0","0","0","0","0"
"06",40599,"","","","",""
"06",40600,"141","31","0","109","1"
"06",40700,"33","7","0","25","1"
"06",40900,"33","12","0","21","0"
"06",50100,"1280","112","0","1168","0"
"06",50200,"104","78","0","26","0"
"06",50900,"0","0","0","0","0"
"06",60100,"44","17","0","27","0"
"06",60101,"29","17","0","12","0"
"06",60102,"0","0","0","0","0"
"06",60103,"15","0","0","15","0"
"06",60104,"0","0","0","0","0"
"06",60105,"0","0","0","0","0"
"06",60106,"0","0","0","0","0"
"06",60109,"0","0","0","0","0"
"06",60199,"","","","",""
"06",60200,"0","0","0","0","0"
"06",60201,"0","0","0","0","0"
"06",60202,"0","0","0","0","0"
"06",60203,"0","0","0","0","0"
"06",60209,"0","0","0","0","0"
"06",60299,"","","","",""
"06",60300,"0","0","0","0","0"
"06",60400,"9","3","0","6","0"
"06",60900,"0","0","0","0","0"
"06",70100,"345","143","0","202","0"
"06",70101,"249","106","0","143","0"
"06",70102,"79","37","0","42","0"
"06",70103,"0","0","0","0","0"
"06",70104,"17","0","0","17","0"
"06",70109,"0","0","0","0","0"
"06",70199,"","","","",""
"06",70200,"0","0","0","0","0"
"06",70201,"0","0","0","0","0"
"06",70202,"0","0","0","0","0"
"06",70203,"0","0","0","0","0"
"06",70204,"0","0","0","0","0"
"06",70205,"0","0","0","0","0"
"06",70206,"0","0","0","0","0"
"06",70209,"0","0","0","0","0"
"06",70299,"","","","",""
"06",70300,"0","0","0","0","0"
"06",70400,"0","0","0","0","0"
"06",70500,"0","0","0","0","0"
"06",70600,"0","0","0","0","0"
"06",70900,"0","0","0","0","0"
"06",80100,"73","24","0","49","0"
"06",80101,"9","2","0","7","0"
"06",80102,"55","22","0","33","0"
"06",80103,"2","0","0","2","0"
"06",80104,"6","0","0","6","0"
"06",80105,"1","0","0","1","0"
"06",80106,"0","0","0","0","0"
"06",80107,"0","0","0","0","0"
"06",80109,"0","0","0","0","0"
"06",80199,"","","","",""
"06",80200,"0","0","0","0","0"
"06",80201,"0","0","0","0","0"
"06",80209,"0","0","0","0","0"
"06",80299,"","","","",""
"06",80300,"0","0","0","0","0"
"06",80400,"0","0","0","0","0"
"06",80900,"0","0","0","0","0"
"06",90100,"219","70","0","149","0"
"06",90200,"60","35","0","25","0"
"06",90300,"50","0","0","50","0"
"06",90400,"12","2","0","10","0"
"06",90500,"0","0","0","0","0"
"06",90501,"0","0","0","0","0"
"06",90502,"0","0","0","0","0"
"06",90503,"0","0","0","0","0"
"06",90509,"0","0","0","0","0"
"06",90599,"","","","",""
"06",90600,"0","0","0","0","0"
"06",90700,"0","0","0","0","0"
"06",90701,"0","0","0","0","0"
"06",90709,"0","0","0","0","0"
"06",90799,"","","","",""
"06",90800,"0","0","0","0","0"
"06",90900,"0","0","0","0","0"
"06",91000,"0","0","0","0","0"
"06",91100,"0","0","0","0","0"
"06",91200,"0","0","0","0","0"
"06",91300,"0","0","0","0","0"
"06",91400,"0","0","0","0","0"
"06",91500,"0","0","0","0","0"
"06",91600,"0","0","0","0","0"
"06",91900,"116","39","0","77","0"
"06",999999,"","","","",""
"07",10100,"1621","78","14","1402","127"
"07",10200,"39","3","1","29","6"
"07",10300,"23","0","0","22","1"
"07",10400,"1845","80","2","1738","25"
"07",10900,"60","0","0","59","1"
"07",20100,"256","21","1","226","8"
"07",20200,"7","0","0","7","0"
"07",20300,"88","0","0","88","0"
"07",20400,"15","1","0","14","0"
"07",20500,"0","0","0","0","0"
"07",20600,"15","0","0","15","0"
"07",20601,"15","0","0","15","0"
"07",20602,"0","0","0","0","0"
"07",20603,"0","0","0","0","0"
"07",20604,"0","0","0","0","0"
"07",20609,"0","0","0","0","0"
"07",20699,"","","","",""
"07",20900,"0","0","0","0","0"
"07",30100,"312","31","1","280","0"
"07",30200,"0","0","0","0","0"
"07",30300,"31","0","0","31","0"
"07",30400,"670","96","3","510","61"
"07",30500,"123","2","0","121","0"
"07",30600,"50","5","0","45","0"
"07",30700,"1","0","0","1","0"
"07",30900,"2","0","0","2","0"
"07",40100,"9170","357","3","8639","171"
"07",40101,"0","0","0","0","0"
"07",40102,"1649","57","3","1558","31"
"07",40103,"2701","88","0","2587","26"
"07",40104,"46","5","0","41","0"
"07",40105,"1561","43","0","1471","47"
"07",40106,"110","0","0","107","3"
"07",40107,"0","0","0","0","0"
"07",40108,"99","0","0","93","6"
"07",40109,"34","5","0","29","0"
"07",40110,"41","1","0","37","3"
"07",40111,"51","1","0","49","1"
"07",40112,"6","0","0","6","0"
"07",40113,"1305","18","0","1265","22"
"07",40114,"184","33","0","151","0"
"07",40115,"18","0","0","18","0"
"07",40116,"0","0","0","0","0"
"07",40119,"1365","106","0","1227","32"
"07",40199,"","","","",""
"07",40200,"0","0","0","0","0"
"07",40300,"488","61","0","427","0"
"07",40400,"146","25","0","121","0"
"07",40500,"164","17","0","147","0"
"07",40501,"69","2","0","67","0"
"07",40509,"95","15","0","80","0"
"07",40599,"","","","",""
"07",40600,"1437","34","0","1403","0"
"07",40700,"288","56","0","232","0"
"07",40900,"115","1","1","113","0"
"07",50100,"1964","53","0","1911","0"
"07",50200,"506","283","0","223","0"
"07",50900,"2","0","0","2","0"
"07",60100,"73","7","0","66","0"
"07",60101,"49","4","0","45","0"
"07",60102,"0","0","0","0","0"
"07",60103,"4","1","0","3","0"
"07",60104,"3","2","0","1","0"
"07",60105,"0","0","0","0","0"
"07",60106,"17","0","0","17","0"
"07",60109,"0","0","0","0","0"
"07",60199,"","","","",""
"07",60200,"78","11","1","66","0"
"07",60201,"52","7","1","44","0"
"07",60202,"25","3","0","22","0"
"07",60203,"1","1","0","0","0"
"07",60209,"0","0","0","0","0"
"07",60299,"","","","",""
"07",60300,"0","0","0","0","0"
"07",60400,"22","0","0","22","0"
"07",60900,"12","0","0","12","0"
"07",70100,"436","52","0","384","0"
"07",70101,"169","11","0","158","0"
"07",70102,"0","0","0","0","0"
"07",70103,"257","36","0","221","0"
"07",70104,"10","5","0","5","0"
"07",70109,"0","0","0","0","0"
"07",70199,"","","","",""
"07",70200,"0","0","0","0","0"
"07",70201,"0","0","0","0","0"
"07",70202,"0","0","0","0","0"
"07",70203,"0","0","0","0","0"
"07",70204,"0","0","0","0","0"
"07",70205,"0","0","0","0","0"
"07",70206,"0","0","0","0","0"
"07",70209,"0","0","0","0","0"
"07",70299,"","","","",""
"07",70300,"5","2","0","3","0"
"07",70400,"114","9","0","105","0"
"07",70500,"2","1","0","1","0"
"07",70600,"0","0","0","0","0"
"07",70900,"209","13","0","196","0"
"07",80100,"183","33","0","150","0"
"07",80101,"34","16","0","18","0"
"07",80102,"106","9","0","97","0"
"07",80103,"10","0","0","10","0"
"07",80104,"15","6","0","9","0"
"07",80105,"0","0","0","0","0"
"07",80106,"3","1","0","2","0"
"07",80107,"4","0","0","4","0"
"07",80109,"11","1","0","10","0"
